,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
40,Jarjis Danho,205.0,Yorgan de Castro,-240.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
41,Jim Miller,115.0,Joe Solecki,-135.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
42,Jordan Griffin,115.0,Luis Saldana,-135.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
43,Julian Marquez,-125.0,Sam Alvey,105.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
44,Kevin Holland,188.0,Marvin Vettori,-230.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
45,Luis Saldana,-135.0,Jordan Griffin,115.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
46,Mackenzie Dern,130.0,Nina Nunes,-150.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
47,Marvin Vettori,-230.0,Kevin Holland,188.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
48,Mateusz Gamrot,-190.0,Scott Holtzman,165.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
49,Mike Perry,-110.0,Daniel Rodriguez,-110.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
50,Sam Alvey,105.0,Julian Marquez,-125.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
51,Scott Holtzman,165.0,Mateusz Gamrot,-190.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
52,Sodiq Yusuff,-120.0,Arnold Allen,100.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
53,William Knight,-110.0,Da Un Jung,-130.0,UFC on ABC 2: Vettori vs. Holland,Apr 10th 2021
54,Beneil Dariush,-210.0,Ramsey Nijem,160.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
55,Clay Guida,115.0,Tatsuya Kawajiri,-155.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
56,Daniel Omielanczuk,160.0,Jared Rosholt,-210.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
57,Jim Alers,-270.0,Alan Omer,190.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
58,John Howard,170.0,Ryan Laflare,-230.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
59,Johnny Bedford,130.0,Rani Yahya,-170.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
60,Trevor Smith,265.0,Thales Leites,-385.0,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11th 2014
61,Anthony Hamilton,100.0,Daniel Omielanczuk,-140.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
62,Bartosz Fabinski,-155.0,Garreth McLellan,115.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
63,Daniel Omielanczuk,-140.0,Anthony Hamilton,100.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
64,Gabriel Gonzaga,-155.0,Mirko Filipovic,115.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
65,Jan Blachowicz,-115.0,Jimi Manuwa,-125.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
66,Leon Edwards,-130.0,Seth Baczynski,-110.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
67,Maryna Moroz,375.0,Joanne Calderwood,-565.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
68,Mirko Filipovic,115.0,Gabriel Gonzaga,-155.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
69,Pawel Pawlak,120.0,Sheldon Westcott,-160.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
70,Sergio Moraes,-350.0,Mickael Lebout,250.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
71,Sheldon Westcott,-160.0,Pawel Pawlak,120.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
72,Stevie Ray,-190.0,Marcin Bandel,150.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
73,Yaotzin Meza,100.0,Damian Stasiak,-140.0,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11th 2015
74,Bart Palaszewski,-190.0,Cole Miller,150.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
75,Bristol Marunde,-105.0,Clint Hester,-135.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
76,Cat Zingano,135.0,Miesha Tate,-175.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
77,Cole Miller,150.0,Bart Palaszewski,-190.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
78,Collin Hart,-130.0,Luke Barnatt,-110.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
79,Daniel Pineda,-115.0,Justin Lawrence,-125.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
80,Dylan Andrews,-160.0,Jimmy Quinlan,120.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
81,Gabriel Gonzaga,160.0,Travis Browne,-210.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
82,Josh Samman,-300.0,Kevin Casey,220.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
83,Justin Lawrence,-125.0,Daniel Pineda,-115.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
84,Kelvin Gastelum,220.0,Urijah Hall,-300.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
85,Kevin Casey,220.0,Josh Samman,-300.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
86,Luke Barnatt,-110.0,Collin Hart,-130.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
87,Maximo Blanco,-265.0,Sam Sicilia,185.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
88,Miesha Tate,-175.0,Cat Zingano,135.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
89,Robert McDaniel,-215.0,Gilbert Smith,165.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
90,Sam Sicilia,185.0,Maximo Blanco,-265.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
91,Scott Jorgensen,300.0,Urijah Faber,-420.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
92,Travis Browne,-210.0,Gabriel Gonzaga,160.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
93,Urijah Faber,-420.0,Scott Jorgensen,300.0,UFC: The Ultimate Fighter 17 Finale,Apr 13th 2013
94,Alan Jouban,-155.0,Dwight Grant,115.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
95,Alexandre Pantoja,-245.0,Wilson Reis,175.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
96,Andre Soukhamthath,-350.0,Montel Jackson,250.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
97,Belal Muhammad,135.0,Curtis Millender,-175.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
98,Boston Salmon,-150.0,Khalid Taha,110.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
99,Brandon Davis,-105.0,Randy Costa,-135.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
100,Curtis Millender,-175.0,Belal Muhammad,135.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
101,Dustin Poirier,170.0,Max Holloway,-230.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
102,Dwight Grant,115.0,Alan Jouban,-155.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
103,Eryk Anders,-165.0,Khalil Rountree,125.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
104,Israel Adesanya,-220.0,Kelvin Gastelum,185.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
105,Jalin Turner,-165.0,Matt Frevola,125.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
106,Kelvin Gastelum,185.0,Israel Adesanya,-220.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
107,Khalid Taha,110.0,Boston Salmon,-150.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
108,Lauren Mueller,125.0,Poliana Botelho,-165.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
109,Matt Frevola,125.0,Jalin Turner,-165.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
110,Max Griffin,165.0,Zelim Imadaev,-215.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
111,Max Holloway,-230.0,Dustin Poirier,170.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
112,Montel Jackson,250.0,Andre Soukhamthath,-350.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
113,Nikita Krylov,115.0,Ovince St. Preux,-155.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
114,Poliana Botelho,-165.0,Lauren Mueller,125.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
115,Wilson Reis,175.0,Alexandre Pantoja,-245.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
116,Zelim Imadaev,-215.0,Max Griffin,165.0,UFC 236: Holloway vs. Poirier 2,Apr 13th 2019
117,Cody Garbrandt,124.0,Deiveson Figueiredo,-148.0,UFC,Apr 13th 2024
118,Jalin Turner,-130.0,Renato Moicano,110.0,UFC,Apr 13th 2024
119,Jessica Andrade,-175.0,Marina Rodriguez,145.0,UFC,Apr 13th 2024
120,Jim Miller,180.0,Bobby Green,-218.0,UFC,Apr 13th 2024
121,Marina Rodriguez,145.0,Jessica Andrade,-175.0,UFC,Apr 13th 2024
122,Renato Moicano,110.0,Jalin Turner,-130.0,UFC,Apr 13th 2024
123,Alessio Sakara,300.0,Brian Stann,-390.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
124,Besam Yousef,230.0,Simeon Thoresen,-290.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
125,Brad Pickett,-220.0,Damacio Page,180.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
126,Brian Stann,-390.0,Alessio Sakara,300.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
127,Cyrille Diabate,160.0,Tom Deblass,-195.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
128,Damacio Page,180.0,Brad Pickett,-220.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
129,Dennis Siver,170.0,Diego Nunes,-230.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
130,Eric Wisely,-180.0,Jason Young,150.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
131,Francis Carmont,-240.0,Magnus Cedenblad,180.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
132,James Head,210.0,Papy Abedi,-270.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
133,Jason Young,150.0,Eric Wisely,-180.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
134,John Maguire,-140.0,Damarques Johnson,120.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
135,Papy Abedi,-270.0,James Head,210.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
136,Paulo Thiago,-390.0,Siyar Bahadurzada,270.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
137,Reza Madadi,-225.0,Yoislandy Izquierdo,175.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
138,Simeon Thoresen,-290.0,Besam Yousef,230.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
139,Thiago Silva,160.0,Alexander Gustafsson,-210.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
140,Yoislandy Izquierdo,175.0,Reza Madadi,-225.0,UFC on FUEL TV 2: Gustafsson vs. Silva,Apr 14th 2012
141,Adam Wieczorek,110.0,Arjan Bhullar,-150.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
142,Alejandro Perez,-150.0,Matthew Lopez,110.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
143,Alex Oliveira,-160.0,Carlos Condit,120.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
144,Antonio Carlos Junior,-260.0,Tim Boetsch,220.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
145,Arjan Bhullar,-150.0,Adam Wieczorek,110.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
146,Brad Tavares,-190.0,Krzysztof Jotko,165.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
147,Carlos Condit,120.0,Alex Oliveira,-160.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
148,Cortney Casey,-120.0,Michelle Waterson,-120.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
149,Dan Moret,325.0,Gilbert Burns,-475.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
150,Dhiego Lima,-120.0,Yushin Okami,-120.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
151,Dustin Poirier,-130.0,Justin Gaethje,-110.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
152,Gilbert Burns,-475.0,Dan Moret,325.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
153,Israel Adesanya,-260.0,Marvin Vettori,180.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
154,John Moraga,145.0,Wilson Reis,-170.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
155,Justin Gaethje,-110.0,Dustin Poirier,-130.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
156,Krzysztof Jotko,165.0,Brad Tavares,-190.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
157,Lauren Mueller,-190.0,Shana Dobson,150.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
158,Luke Sanders,-310.0,Patrick Williams,230.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
159,Marvin Vettori,180.0,Israel Adesanya,-260.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
160,Matthew Lopez,110.0,Alejandro Perez,-150.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
161,Muslim Salikhov,-260.0,Ricky Rainey,180.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
162,Patrick Williams,230.0,Luke Sanders,-310.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
163,Ricky Rainey,180.0,Muslim Salikhov,-260.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
164,Shana Dobson,150.0,Lauren Mueller,-190.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
165,Tim Boetsch,220.0,Antonio Carlos Junior,-260.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
166,Wilson Reis,-170.0,John Moraga,145.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
167,Yushin Okami,-120.0,Dhiego Lima,-120.0,UFC on FOX 29: Poirier vs. Gaethje,Apr 14th 2018
168,Aleksandar Rakic,-170.0,Jiri Prochazka,142.0,UFC 300,Apr 14th 2024
169,Alex Pereira,-163.0,Jamahal Hill,130.0,UFC 300,Apr 14th 2024
170,Aljamain Sterling,-142.0,Calvin Kattar,120.0,UFC 300,Apr 14th 2024
171,Arman Tsarukyan,100.0,Charles Oliveira,-120.0,UFC 300,Apr 14th 2024
172,Cody Brundage,700.0,Bo Nickal,-1100.0,UFC 300,Apr 14th 2024
173,Diego Lopes,-180.0,Sodiq Yusuff,140.0,UFC 300,Apr 14th 2024
174,Holly Holm,250.0,Kayla Harrison,-310.0,UFC 300,Apr 14th 2024
175,Jamahal Hill,130.0,Alex Pereira,-163.0,UFC 300,Apr 14th 2024
176,Jiri Prochazka,142.0,Aleksandar Rakic,-170.0,UFC 300,Apr 14th 2024
177,Justin Gaethje,-278.0,Max Holloway,225.0,UFC 300,Apr 14th 2024
178,Kayla Harrison,-310.0,Holly Holm,250.0,UFC 300,Apr 14th 2024
179,Max Holloway,225.0,Justin Gaethje,-278.0,UFC 300,Apr 14th 2024
180,Sodiq Yusuff,140.0,Diego Lopes,-180.0,UFC 300,Apr 14th 2024
181,Yan Xiaonan,260.0,Zhang Weili,-325.0,UFC 300,Apr 14th 2024
182,Alexander Volkov,-140.0,Roy Nelson,100.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
183,Aljamain Sterling,-215.0,Augusto Mendes,165.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
184,Andrew Sanchez,-210.0,Anthony Smith,160.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
185,Augusto Mendes,165.0,Aljamain Sterling,-215.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
186,Demetrious Johnson,-1050.0,Wilson Reis,550.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
187,Jeremy Stephens,-165.0,Renato Moicano,125.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
188,Ketlen Vieira,130.0,Ashlee Evans-Smith,-170.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
189,Louis Smolka,170.0,Tim Elliott,-230.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
190,Nathan Coy,200.0,Zak Cummings,-280.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
191,Patrick Williams,265.0,Tom Duquesnoy,-385.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
192,Rashid Magomedov,-260.0,Bobby Green,180.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
193,Renato Moicano,125.0,Jeremy Stephens,-165.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
194,Robert Whittaker,150.0,Ronaldo Souza,-190.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
195,Rose Namajunas,-135.0,Michelle Waterson,-105.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
196,Tim Elliott,-230.0,Louis Smolka,170.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
197,Tom Duquesnoy,-385.0,Patrick Williams,265.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
198,Wilson Reis,550.0,Demetrious Johnson,-1050.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
199,Zak Cummings,-280.0,Nathan Coy,200.0,UFC on FOX 24: Johnson vs. Reis,Apr 15th 2017
200,Aaron Phillips,140.0,Gaston Bolanos,-160.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
201,Arnold Allen,125.0,Max Holloway,-145.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
202,Azamat Murzakanov,170.0,Dustin Jacoby,-200.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
203,Bill Algeo,-139.0,Tj Brown,119.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
204,Billy Quarantillo,-155.0,Edson Barboza,135.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
205,Brandon Royval,125.0,Matheus Nicolau,-145.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
206,Bruna Brasil,-160.0,Denise Gomes,140.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
207,Clay Guida,140.0,Rafa Garcia,-160.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
208,Daniel Zellhuber,-175.0,Lando Vannata,150.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
209,Denise Gomes,140.0,Bruna Brasil,-160.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
210,Dustin Jacoby,-200.0,Azamat Murzakanov,170.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
211,Ed Herman,210.0,Zak Cummings,-250.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
212,Gaston Bolanos,-160.0,Aaron Phillips,140.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
213,Gillian Robertson,115.0,Piera Rodriguez,-135.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
214,Joselyne Edwards,150.0,Lucie Pudilova,-175.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
215,Lando Vannata,150.0,Daniel Zellhuber,-175.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
216,Lucie Pudilova,-175.0,Joselyne Edwards,150.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
217,Martin Buday,160.0,Jake Collier,-185.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
218,Max Holloway,-145.0,Arnold Allen,125.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
219,Pedro Munhoz,200.0,Chris Gutierrez,-235.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
220,Piera Rodriguez,-135.0,Gillian Robertson,115.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
221,Rafa Garcia,-160.0,Clay Guida,140.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
222,Tanner Boser,-160.0,Ion Curelaba,140.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
223,Zak Cummings,-250.0,Ed Herman,210.0,UFC Fight Night: Holloway vs. Allen,Apr 15th 2023
224,Akira Corassani,335.0,Dustin Poirier,-505.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
225,Elias Theodorou,-270.0,Sheldon Westcott,190.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
226,George Roop,100.0,Dustin Kimura,-140.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
227,Leslie Smith,190.0,Sarah Kaufman,-270.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
228,Mark Bocek,-405.0,Mike de La Torre,285.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
229,Michael Bisping,-165.0,Tim Kennedy,125.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
230,Mitch Gagnon,-275.0,Tim Gorman,195.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
231,Nordine Taleb,-270.0,Vik Grujic,190.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
232,Patrick Cote,-130.0,Kyle Noke,-110.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
233,Ryan Jimmo,-385.0,Sean O'Connell,265.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
234,Sam Stout,-165.0,K.J. Noons,125.0,UFC: The Ultimate Fighter Nations Finale,Apr 16th 2014
