,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
5983,Evan Dunham,170.0,Tyson Griffin,-230.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5985,James Wilks,-355.0,Peter Sobotta,265.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5986,Jesse Lennox,-135.0,Mike Pyle,105.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5988,Martin Kampmann,325.0,Paulo Thiago,-475.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5989,Matt Wiman,-115.0,Mac Danzig,-115.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5991,Pat Barry,-135.0,Mirko Filipovic,115.0,UFC 115: Liddell vs. Franklin,Jun 12th 2010
5996,Alexis Davis,200.0,Pannie Kianzad,-235.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
5997,Belal Muhammad,-220.0,Demian Maia,185.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
5998,Brad Riddell,120.0,Drew Dober,-140.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
5999,Brandon Moreno,205.0,Deiveson Figueiredo,-240.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6000,Carlos Felipe,-200.0,Jake Collier,170.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6001,Chase Hooper,155.0,Steven Peterson,-180.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6002,Darren Stewart,-110.0,Eryk Anders,-110.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6006,Fares Ziam,100.0,Luigi Vendramini,-120.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6007,Israel Adesanya,-235.0,Marvin Vettori,200.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6009,Jamahal Hill,-300.0,Paul Craig,250.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6010,Lauren Murphy,130.0,Joanne Calderwood,-150.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6011,Leon Edwards,-275.0,Nate Diaz,220.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6014,Matt Frevola,-430.0,Terrance McKinney,320.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6015,Movsar Evloev,-280.0,Hakeem Dawodu,240.0,UFC 263: Adesanya vs. Vettori 2,Jun 12th 2021
6020,Brendan Allen,-190.0,Jacob Malkoun,165.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6021,Glover Teixeira,108.0,Jiri Prochazka,-130.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6022,Jack Della Maddalena,130.0,Ramazan Emeev,-150.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6024,Jake Matthews,130.0,Andre Fialho,-150.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6026,Joanna Jedrzejczyk,130.0,Zhang Weili,-150.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6028,Steve Garcia,-300.0,Hayisaer Maheshate,250.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6029,Taila Santos,400.0,Valentina Shevchenko,-600.0,UFC 275: Teixeira vs. Prochazka,Jun 12th 2022
6031,Ben Saunders,160.0,Mike Swick,-195.0,UFC 99: The Comeback,Jun 13th 2009
6032,Cain Velasquez,125.0,Cheick Kongo,-155.0,UFC 99: The Comeback,Jun 13th 2009
6033,Caol Uno,175.0,Spencer Fisher,-225.0,UFC 99: The Comeback,Jun 13th 2009
6035,Dale Hartt,100.0,Dennis Siver,-140.0,UFC 99: The Comeback,Jun 13th 2009
6036,Dan Hardy,170.0,Marcus Davis,-225.0,UFC 99: The Comeback,Jun 13th 2009
6037,Denis Stojnic,-135.0,Stefan Struve,-105.0,UFC 99: The Comeback,Jun 13th 2009
6039,John Hathaway,-600.0,Rick Story,400.0,UFC 99: The Comeback,Jun 13th 2009
6040,Justin Buchholz,190.0,Terry Etim,-270.0,UFC 99: The Comeback,Jun 13th 2009
6043,Paul Kelly,-425.0,Rolando Delgado,305.0,UFC 99: The Comeback,Jun 13th 2009
6044,Paul Taylor,-475.0,Peter Sobotta,325.0,UFC 99: The Comeback,Jun 13th 2009
6049,Wanderlei Silva,115.0,Rich Franklin,-145.0,UFC 99: The Comeback,Jun 13th 2009
6050,Alejandro Perez,-150.0,Patrick Williams,110.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6051,Angela Hill,235.0,Tecia Torres,-315.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6052,Augusto Montano,-170.0,Cathal Pendred,130.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6053,Cain Velasquez,-425.0,Fabricio Werdum,355.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6055,Charles Rosa,-215.0,Yair Rodriguez,165.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6056,Chico Camus,325.0,Henry Cejudo,-475.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6057,Clay Collard,-280.0,Gabriel Benitez,200.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6058,Drew Dober,-165.0,Efrain Escudero,125.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6059,Eddie Alvarez,125.0,Gilbert Melendez,-165.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6065,Johnny Case,-300.0,Francisco Trevino,220.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6066,Kelvin Gastelum,-405.0,Nate Marquardt,285.0,UFC 188: Velasquez vs. Werdum,Jun 13th 2015
6069,Anthony Ivy,-230.0,Christian Aguilera,170.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6070,Charles Jourdain,150.0,Andre Fili,-175.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6071,Charles Rosa,100.0,Kevin Aguilar,-140.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6073,Cynthia Calvillo,115.0,Jessica Eye,-135.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6074,Darrick Minner,170.0,Jordan Griffin,-230.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6075,Gina Mazany,175.0,Julia Avila,-245.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6076,Gustavo Lopez,220.0,Merab Dvalishvili,-300.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6077,Hannah Cifers,215.0,Mariya Agapova,-255.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6079,Jordan Espinosa,-225.0,Mark de La Rosa,185.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6082,Karl Roberson,170.0,Marvin Vettori,-200.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6087,Tyson Nam,-245.0,Zarrukh Adashev,175.0,UFC on ESPN 10: Eye vs. Calvillo,Jun 13th 2020
6088,Ali Bagautinov,305.0,Demetrious Johnson,-425.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6089,Andrei Arlovski,-140.0,Brendan Schaub,100.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6090,Daniel Sarafian,-305.0,Kiichi Kunimoto,225.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6092,Elizabeth Phillips,150.0,Valerie Letourneau,-190.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6093,Jason Saggo,-160.0,Josh Shockley,120.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6094,Kajan Johnson,-170.0,Tae Hyun Bang,130.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6096,Mike Easton,-190.0,Yves Jabouin,150.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6097,Rafael Cavalcante,125.0,Ryan Bader,-165.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6098,Roland Delorme,-140.0,Michinori Tanaka,100.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6100,Ryan Jimmo,130.0,Ovince St. Preux,-170.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6102,Tyron Woodley,110.0,Rory Macdonald,-150.0,UFC 174: Johnson vs. Bagautinov,Jun 14th 2014
6104,Alexis Davis,-380.0,Rosi Sexton,260.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6105,Dustin Pague,250.0,Yves Jabouin,-350.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6106,Edwin Figueroa,120.0,Roland Delorme,-160.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6107,Igor Pokrajac,175.0,Ryan Jimmo,-245.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6108,Jake Shields,130.0,Tyron Woodley,-170.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6109,James Krause,185.0,Sam Stout,-265.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6110,John Maguire,-245.0,Mitch Clarke,175.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6111,Kenny Robertson,110.0,Sean Pierson,-150.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6113,Pat Barry,-175.0,Shawn Jordan,135.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6114,Rashad Evans,-140.0,Dan Henderson,100.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6117,Roy Nelson,-260.0,Stipe Miocic,180.0,UFC 161: Evans vs. Henderson,Jun 15th 2013
6125,Alex Perez,142.0,Tatsuro Taira,-170.0,UFC,Jun 15th 2024
6126,Brady Hiestand,160.0,Garrett Armfield,-192.0,UFC,Jun 15th 2024
6127,Carli Judice,195.0,Gabriella Fernandes,-238.0,UFC,Jun 15th 2024
6128,Douglas Silva de Andrade,-110.0,Miles Johns,-110.0,UFC,Jun 15th 2024
6131,Jeka Saragih,-350.0,Westin Wilson,240.0,UFC,Jun 15th 2024
6132,Jimmy Flick,275.0,Nate Maness,-400.0,UFC,Jun 15th 2024
6133,Jose Johnson,280.0,Asu Almabaev,-355.0,UFC,Jun 15th 2024
6134,Josefine Knutsson,-230.0,Julia Polastri,190.0,UFC,Jun 15th 2024
6135,Josh Quinlan,-115.0,Adam Fugitt,-105.0,UFC,Jun 15th 2024
6137,Lucas Almeida,145.0,Timothy Cuamba,-175.0,UFC,Jun 15th 2024
6138,Melquizael Costa,-185.0,Shayilan Nuerdanbieke,154.0,UFC,Jun 15th 2024
6144,Alex Caceres,-275.0,Rolando Dy,195.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6145,Andrei Arlovski,150.0,Marcin Tybura,-190.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6146,Bethe Correia,250.0,Holly Holm,-350.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6147,Colby Covington,-195.0,Dong Hyun Kim,155.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6148,Cyril Asker,165.0,Walt Harris,-215.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6151,Jon Tuck,-300.0,Takanori Gomi,220.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6152,Justin Scoggins,-555.0,Yuta Sasaki,365.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6153,Kwan Ho Kwak,-165.0,Russell Doane,125.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6154,Li Jingliang,-405.0,Frank Camacho,285.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6155,Lucie Pudilova,-120.0,Ji Yeon Kim,-120.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6157,Naoki Inoue,-265.0,Carls John de Tomas,185.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6158,Rafael Dos Anjos,-195.0,Tarec Saffiedine,155.0,UFC Fight Night 111: Holm vs. Correia,Jun 17th 2017
6165,Alessandro Costa,-250.0,Jimmy Flick,175.0,UFC Fight Night 227,Jun 17th 2023
6166,Arman Tsarukyan,-1000.0,Joaquim Silva,500.0,UFC Fight Night 227,Jun 17th 2023
6167,Armen Petrosyan,110.0,Christian Leroy Duncan,-150.0,UFC Fight Night 227,Jun 17th 2023
6168,Carlos Hernandez,-138.0,Denys Bondar,110.0,UFC Fight Night 227,Jun 17th 2023
6169,Chris Duncan,,Yanal Ashmouz,,UFC Fight Night 227,Jun 17th 2023
6171,Cristian Quinonez,-188.0,Kang Kyung-Ho,140.0,UFC Fight Night 227,Jun 17th 2023
6173,Gabriella Fernandes,200.0,Tereza Bleda,-275.0,UFC Fight Night 227,Jun 17th 2023
6174,Jai Herbert,,Fares Ziam,,UFC Fight Night 227,Jun 17th 2023
6175,Jamal Pogues,,Michael Parkin,,UFC Fight Night 227,Jun 17th 2023
6176,Jared Cannonier,154.0,Marvin Vettori,-200.0,UFC Fight Night 227,Jun 17th 2023
6179,Lucas Almeida,140.0,Pat Sabatini,-188.0,UFC Fight Night 227,Jun 17th 2023
6180,Manuel Torres,-163.0,Nikolas Motta,120.0,UFC Fight Night 227,Jun 17th 2023
6181,Marc Diakiese,,Joel Alvarez,,UFC Fight Night 227,Jun 17th 2023
6183,Modestas Bukauskas,-175.0,Zac Pauga,130.0,UFC Fight Night 227,Jun 17th 2023
6186,Ronnie Lawrence,-150.0,Dan Argueta,110.0,UFC Fight Night 227,Jun 17th 2023
6189,Ali Bagautinov,-190.0,Geane Herrera,150.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6190,Chris Beal,100.0,Joe Soto,-140.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6191,Colby Covington,-300.0,Jonathan Meunier,220.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6192,Donald Cerrone,-190.0,Patrick Cote,150.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6193,Elias Theodorou,-265.0,Sam Alvey,185.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6195,Ion Cutelaba,200.0,Misha Cirkunov,-280.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6196,Jason Saggo,-140.0,Leandro Silva,100.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6198,Krzysztof Jotko,125.0,Tamdan McCrory,-165.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6202,Randa Markos,-165.0,Jocelyn Jones-Lybarger,125.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6204,Sean O'Connell,120.0,Steve Bosse,-160.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6205,Stephen Thompson,110.0,Rory Macdonald,-150.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6208,Thibault Gouti,235.0,Olivier Aubin-Mercier,-315.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6209,Valerie Letourneau,-170.0,Joanne Calderwood,130.0,UFC Fight Night 89: MacDonald vs. Thompson,Jun 18th 2016
6210,Adrian Yanez,-350.0,Tony Kelley,285.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6211,Albert Duraev,-160.0,Joaquin Buckley,140.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6212,Calvin Kattar,-170.0,Josh Emmett,145.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6213,Cody Stamann,-275.0,Eddie Wineland,235.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6214,Court McGee,150.0,Jeremiah Wells,-175.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6215,Damir Ismagulov,-180.0,Guram Kutateladze,155.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6216,Danny Chavez,260.0,Ricardo Ramos,-310.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6217,Deron Winn,205.0,Phillip Hawes,-240.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6218,Donald Cerrone,-175.0,Joe Lauzon,150.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6220,Gregory Rodrigues,-110.0,Julian Marquez,-110.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6222,Jasmine Jasudavicius,-260.0,Natalia Silva,220.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6228,Kevin Holland,-310.0,Tim Means,260.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6229,Kyle Daukaus,-175.0,Roman Dolidze,150.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6230,Maria Oliveira,150.0,Gloria de Paula,-175.0,UFC Fight Night: Kattar vs. Emmett,Jun 18th 2022
6235,Aaron Simpson,-335.0,Chris Leben,255.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6236,Chris Camozzi,-130.0,James Hammortree,100.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6238,Dennis Siver,160.0,Spencer Fisher,-195.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6239,James McSweeney,155.0,Travis Browne,-185.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6240,Jamie Yager,-115.0,Rich Attonito,-115.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6241,John Gunderson,-280.0,Mark Holst,220.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6242,Keith Jardine,130.0,Matt Hamill,-160.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6243,Kris McCray,165.0,Court McGee,-205.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6244,Kyle Noke,-185.0,Josh Bryant,155.0,UFC: The Ultimate Fighter 11 Finale,Jun 19th 2010
6246,Aleksa Camur,-275.0,Nicolae Negumereanu,215.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6247,Bruno Silva,145.0,Wellington Turman,-170.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6248,Casey O'Neill,150.0,Lara Procopio,-175.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6249,Chan Sung Jung,-110.0,Dan Ige,-110.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6250,Davey Grant,275.0,Marlon Vera,-325.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6251,Dhiego Lima,-185.0,Matt Brown,160.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6252,Joaquim Silva,115.0,Rick Glenn,-135.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6253,Josh Parisian,-135.0,Roque Martinez,115.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6254,Julian Erosa,-130.0,Seungwoo Choi,110.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6255,Kanako Murata,105.0,Virna Jandiroba,-125.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6256,Khaos Williams,-150.0,Matthew Semelsberger,130.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6263,Serghei Spivac,-250.0,Aleksei Oliynyk,210.0,UFC on ESPN: The Korean Zombie vs. Ige,Jun 19th 2021
6266,Al Iaquinta,-280.0,Michael Chiesa,200.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6267,Charles Oliveira,-300.0,Jonathan Brookins,220.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6268,Chris Saunders,240.0,Myles Jury,-320.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6269,Chris Tickle,160.0,Daron Cruickshank,-210.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6270,Erik Perez,170.0,John Albert,-230.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6271,Jake Ellenberger,-205.0,Martin Kampmann,165.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6272,Jeremy Larsen,210.0,Joe Proctor,-290.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6274,John Cofer,250.0,Justin Lawrence,-350.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6278,Max Holloway,-145.0,Pat Schilling,105.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6282,Sam Sicilia,-210.0,Cristiano Marcello,160.0,UFC: The Ultimate Fighter 15 Finale,Jun 1st 2012
6283,Belal Muhammad,-400.0,Chance Rencountre,280.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6284,Ben Saunders,160.0,Jake Ellenberger,-210.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6286,Daniel Spitz,180.0,Walt Harris,-260.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6287,Daniel Teymur,170.0,Julio Arce,-230.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6288,David Teymur,-265.0,Nik Lentz,185.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6289,Desmond Green,-185.0,Gleison Tibau,145.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6290,Gian Villante,150.0,Sam Alvey,-190.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6292,Gregor Gillespie,-230.0,Vinc Pichel,170.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6294,Jarred Brooks,185.0,Jose Torres,-265.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6295,Jimmie Rivera,-190.0,Marlon Moraes,150.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6296,Johnny Eduardo,180.0,Nathaniel Wood,-260.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6299,Lauren Murphy,150.0,Sijara Eubanks,-190.0,UFC Fight Night 131: Rivera vs. Moraes,Jun 1st 2018
6307,Aleksandar Rakic,-285.0,Jimi Manuwa,205.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6308,Alexander Gustafsson,-245.0,Anthony Smith,175.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6309,Bea Malecki,125.0,Duda Santana,-165.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6310,Christos Giagos,195.0,Damir Hadzovic,-275.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6311,Daniel Teymur,155.0,Sung Bin Jo,-195.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6312,Danilo Belluardo,-105.0,Joel Alvarez,-135.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6313,Darko Stosic,-265.0,Devin Clark,185.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6314,Frank Camacho,140.0,Nick Hein,-180.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6317,Leonardo Santos,-195.0,Stevie Ray,155.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6318,Lina Lansberg,135.0,Tonya Evinger,-175.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6319,Makwan Amirkhani,105.0,Chris Fishgold,-145.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6321,Rostem Akman,135.0,Sergey Khandozhko,-175.0,UFC on ESPN+ 11: Gustafsson vs. Smith,Jun 1st 2019
6325,Ailin Perez,-250.0,Joselyne Edwards,175.0,UFC,Jun 1st 2024
6326,Andre Lima,-275.0,Mitch Raposo,225.0,UFC,Jun 1st 2024
6329,Andre Winner,-205.0,Ross Pearson,165.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6330,Brad Blackburn,-135.0,Edgar Garcia,105.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6331,Cameron Dollar,215.0,Jason Dent,-275.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6332,Chris Lytle,-260.0,Kevin Burns,200.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6333,Clay Guida,220.0,Diego Sanchez,-280.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6335,Gleison Tibau,-260.0,Melvin Guillard,200.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6336,Joe Stevenson,-105.0,Nate Diaz,-125.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6339,Mike Ciesnolevicz,-125.0,Tomasz Drwal,-105.0,UFC: The Ultimate Fighter 9 Finale,Jun 20th 2009
6340,Alan Omer,-210.0,Arnold Allen,160.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6341,Alan Patrick,100.0,Mairbek Taisumov,-140.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6343,Dennis Siver,-135.0,Tatsuya Kawajiri,-105.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6344,Jessica Penne,485.0,Joanna Jedrzejczyk,-855.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6345,Magomed Mustafaev,100.0,Piotr Hallmann,-140.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6347,Makwan Amirkhani,-265.0,Masio Fullen,185.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6348,Nick Hein,-175.0,Lukasz Sajewski,135.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6349,Niklas Backstrom,-215.0,Noad Lahat,165.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6350,Peter Sobotta,-230.0,Steven Kennedy,170.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6351,Scott Askham,-245.0,Antonio Dos Santos Jr.,175.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6353,Taylor Lapilus,190.0,Yuta Sasaki,-270.0,UFC Fight Night 69: Jedrzejczyk vs. Penne,Jun 20th 2015
6354,Alexander Volkov,200.0,Curtis Blaydes,-235.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6355,Austin Hubbard,-140.0,Max Rohskopf,120.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6356,Belal Muhammad,-130.0,Lyman Good,-110.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6357,Clay Guida,235.0,Bobby Green,-275.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6358,Cortney Casey,-125.0,Gillian Robertson,-105.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6360,Frank Camacho,-380.0,Justin Jaynes,290.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6362,Jim Miller,150.0,Roosevelt Roberts,-175.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6363,Josh Emmett,115.0,Shane Burgos,-155.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6365,Lauren Murphy,125.0,Roxanne Modafferi,-165.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6367,Marion Reneau,135.0,Raquel Pennington,-175.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6369,Oskar Piechota,-115.0,Marc-Andre Barriault,-115.0,UFC on ESPN 11: Blaydes vs. Volkov,Jun 20th 2020
6374,Dante Rivera,180.0,Matt Riddle,-240.0,UFC: The Ultimate Fighter 7 Finale,Jun 21st 2008
