Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Francisco Trinaldo,Chad Laprise,1,17,0,0,Lightweight,KO/TKO,1,2:43
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Olivier Aubin-Mercier,Tony Sims,0,3,6,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Valerie Letourneau,Maryna Moroz,1,69,1,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Frankie Perez,Sam Stout,1,12,0,0,Lightweight,KO/TKO,1,0:54
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Felipe Arantes,Yves Jabouin,0,4,0,1,Bantamweight,SUB,1,4:21
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Nikita Krylov,Marcos Rogerio de Lima,0,21,0,1,Light Heavyweight,SUB,1,2:29
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Chris Kelades,Chris Beal,0,50,1,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Shane Campbell,Elias Silverio,0,44,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holloway vs Oliveira,"August 23, 2015","Saskatoon, Saskatchewan, Canada",,Misha Cirkunov,Daniel Jolly,0,24,3,0,Light Heavyweight,KO/TKO,1,4:45
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Daniel Cormier,Alexander Gustafsson,0,140,1,0,Light Heavyweight,S-DEC,5,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Ryan Bader,Rashad Evans,0,52,1,0,Light Heavyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Ruslan Magomedov,Shawn Jordan,0,71,0,0,Heavyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Joseph Benavidez,Ali Bagautinov,0,48,0,0,Flyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Julianna Pena,Jessica Eye,0,34,3,3,Women's Bantamweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Yair Rodriguez,Dan Hooker,0,52,2,0,Featherweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Albert Tumenov,Alan Jouban,1,19,0,0,Welterweight,KO/TKO,1,2:55
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Adriano Martins,Islam Makhachev,1,3,0,0,Lightweight,KO/TKO,1,1:46
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Rose Namajunas,Angela Hill,0,13,1,1,Women's Strawweight,SUB,1,2:47
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Sage Northcutt,Francisco Trevino,0,21,1,0,Lightweight,KO/TKO,1,0:57
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Sergio Pettis,Chris Cariaso,1,37,3,0,Flyweight,U-DEC,3,5:00
UFC 192: Cormier vs Gustafsson,"October 03, 2015","Houston, Texas, USA",,Derrick Lewis,Viktor Pesta,0,41,0,0,Heavyweight,KO/TKO,3,1:15
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Louis Smolka,Paddy Holohan,0,59,0,2,Flyweight,SUB,2,4:09
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Norman Parke,Reza Madadi,0,47,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Nicolas Dalby,Darren Till,0,84,2,0,Welterweight,M-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Neil Seery,Jon Delos Reyes,0,38,2,2,Flyweight,SUB,2,4:12
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Stevie Ray,Mickael Lebout,0,48,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Aisling Daly,Ericka Almeida,0,59,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Krzysztof Jotko,Scott Askham,0,38,2,0,Middleweight,S-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Tom Breese,Cathal Pendred,1,23,0,0,Welterweight,KO/TKO,1,4:37
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Darren Elkins,Robert Whiteford,0,40,7,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Holohan vs Smolka,"October 24, 2015","Dublin, Leinster, Ireland",,Garreth McLellan,Bubba Bush,0,97,2,1,Middleweight,KO/TKO,3,4:58
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Holly Holm,Ronda Rousey,1,38,1,0,Women's Bantamweight,KO/TKO,2,0:59
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Joanna Jedrzejczyk,Valerie Letourneau,0,220,0,0,Women's Strawweight,U-DEC,5,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Mark Hunt,Antonio Silva,1,12,0,0,Heavyweight,KO/TKO,1,3:41
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Robert Whittaker,Uriah Hall,0,67,1,0,Middleweight,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Jared Rosholt,Stefan Struve,0,16,4,0,Heavyweight,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Jake Matthews,Akbarh Arreola,0,62,1,0,Lightweight,KO/TKO,2,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Kyle Noke,Peter Sobotta,1,23,0,0,Welterweight,KO/TKO,1,2:01
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Gian Villante,Anthony Perosh,1,19,0,0,Light Heavyweight,KO/TKO,1,2:56
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Danny Martinez,Richie Vaculik,0,54,9,0,Flyweight,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Daniel Kelly,Steve Montgomery,0,63,5,0,Middleweight,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Richard Walsh,Steve Kennedy,0,93,0,0,Welterweight,U-DEC,3,5:00
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,James Moontasri,Anton Zafir,1,11,0,0,Welterweight,KO/TKO,1,4:36
UFC 193: Rousey vs Holm,"November 14, 2015","Melbourne, Victoria, Australia",,Ben Nguyen,Ryan Benoit,0,11,0,2,Flyweight,SUB,1,2:35
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Vitor Belfort,Dan Henderson,1,6,0,0,Middleweight,KO/TKO,1,2:07
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Glover Teixeira,Patrick Cummins,0,54,0,0,Light Heavyweight,KO/TKO,2,1:12
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Thomas Almeida,Anthony Birchak,1,24,0,0,Bantamweight,KO/TKO,1,4:24
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Alex Oliveira,Piotr Hallmann,1,42,0,0,Lightweight,KO/TKO,3,0:51
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Rashid Magomedov,Gilbert Burns,2,80,2,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Corey Anderson,Fabio Maldonado,0,60,6,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Abel Trujillo,Gleison Tibau,0,0,0,0,Lightweight,DQ,1,1:45
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Johnny Case,Yan Cabral,1,74,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Thiago Tavares,Clay Guida,0,2,0,1,Featherweight,SUB,1,0:39
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Chas Skelly,Edimilson Souza,0,7,2,2,Featherweight,SUB,2,1:56
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Viscardi Andrade,Gasan Umalatov,0,78,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Jimmie Rivera,Pedro Munhoz,0,96,0,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Belfort vs Henderson 3,"November 07, 2015","Sao Paulo, Sao Paulo, Brazil",,Matheus Nicolau,Bruno Korea,2,46,3,3,Bantamweight,SUB,3,3:27
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Benson Henderson,Jorge Masvidal,0,86,3,0,Welterweight,S-DEC,5,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Dong Hyun Kim,Dominic Waters,0,6,1,0,Welterweight,KO/TKO,1,3:11
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Alberto Mina,Yoshihiro Akiyama,1,69,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Dooho Choi,Sam Sicilia,1,18,0,0,Featherweight,KO/TKO,1,1:33
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Dongi Yang,Jake Collier,0,29,1,0,Middleweight,KO/TKO,2,1:50
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Mike de la Torre,Yui Chul Nam,0,47,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Tae Hyun Bang,Leo Kuntz,1,54,1,2,Lightweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Seo Hee Ham,Cortney Casey,0,71,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Fredy Serrano,Yao Zhikui,0,3,1,0,Flyweight,KO/TKO,1,0:44
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Marco Beltran,Guangyou Ning,0,30,1,0,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Masvidal,"November 28, 2015","Seoul, South Korea",,Dominique Steele,Dong Hyun Ma,1,36,4,0,Welterweight,KO/TKO,3,0:27
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Frankie Edgar,Chad Mendes,1,13,0,0,Featherweight,KO/TKO,1,2:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Ryan Hall,Artem Lobov,0,23,1,1,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Tony Ferguson,Edson Barboza,0,61,0,1,Lightweight,SUB,2,2:54
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Evan Dunham,Joe Lauzon,0,127,1,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Tatsuya Kawajiri,Jason Knight,0,28,6,0,Featherweight,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Julian Erosa,Marcin Wrzosek,0,61,2,2,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Gabriel Gonzaga,Konstantin Erokhin,0,20,2,0,Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Ryan LaFlare,Mike Pierce,0,65,0,0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Geane Herrera,Joby Sanchez,1,40,1,0,Flyweight,KO/TKO,2,4:28
The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"December 11, 2015","Las Vegas, Nevada, USA",,Chris Gruetzemacher,Abner Lloveras,0,103,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Neil Magny,Kelvin Gastelum,0,54,6,0,Welterweight,S-DEC,5,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Ricardo Lamas,Diego Sanchez,0,57,3,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Henry Cejudo,Jussier Formiga,0,43,2,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Erick Montano,Enrique Marin,0,49,2,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Enrique Barzola,Horacio Gutierrez,0,38,5,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Leandro Silva,Efrain Escudero,0,35,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Erik Perez,Taylor Lapilus,0,31,1,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Bartosz Fabinski,Hector Urbina,0,25,6,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Alejandro Perez,Scott Jorgensen,0,39,0,0,Bantamweight,KO/TKO,2,4:26
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Andre Fili,Gabriel Benitez,1,16,1,0,Featherweight,KO/TKO,1,3:13
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Alvaro Herrera Mendoza,Vernon Ramos Ho,1,4,0,0,Welterweight,KO/TKO,1,0:30
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Marco Polo Reyes,Cesar Arzamendia,1,10,0,0,Lightweight,KO/TKO,1,3:42
UFC Fight Night: Magny vs Gastelum,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",,Michel Prazeres,Valmir Lazaro,0,20,1,0,Lightweight,S-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Robbie Lawler,Carlos Condit,1,92,0,0,Welterweight,S-DEC,5,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Stipe Miocic,Andrei Arlovski,1,11,0,0,Heavyweight,KO/TKO,1,0:54
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Albert Tumenov,Lorenz Larkin,0,76,0,0,Welterweight,S-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Brian Ortega,Diego Brandao,0,29,0,2,Featherweight,SUB,3,1:37
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Abel Trujillo,Tony Sims,0,4,0,1,Lightweight,SUB,1,3:18
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Michael McDonald,Masanori Kanehara,0,5,0,2,Bantamweight,SUB,2,2:09
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Alex Morono,Kyle Noke,0,43,0,1,Welterweight,S-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Justine Kish,Nina Nunes,0,72,3,0,Women's Strawweight,U-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Drew Dober,Scott Holtzman,0,36,5,0,Lightweight,U-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Dustin Poirier,Joe Duffy,0,72,4,0,Lightweight,U-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Michinori Tanaka,Joe Soto,0,57,3,0,Bantamweight,S-DEC,3,5:00
UFC 195: Lawler vs Condit,"January 02, 2016","Las Vegas, Nevada, USA",,Sheldon Westcott,Edgar Garcia,0,33,1,0,Welterweight,KO/TKO,1,3:12
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Rose Namajunas,Paige VanZant,0,57,8,4,Women's Strawweight,SUB,5,2:25
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Michael Chiesa,Jim Miller,0,13,2,1,Lightweight,SUB,2,2:57
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Sage Northcutt,Cody Pfister,0,8,2,1,Lightweight,SUB,2,0:41
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Thiago Santos,Elias Theodorou,0,52,1,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Tim Means,John Howard,1,37,0,0,Welterweight,KO/TKO,2,0:21
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Sergio Moraes,Omari Akhmedov,1,21,0,0,Welterweight,KO/TKO,3,2:18
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Antonio Carlos Junior,Kevin Casey,0,1,0,0,Middleweight,CNC,1,0:11
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Aljamain Sterling,Johnny Eduardo,0,23,2,1,Bantamweight,SUB,2,4:18
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Santiago Ponzinibbio,Andreas Stahl,1,48,0,0,Welterweight,KO/TKO,1,4:25
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Danny Roberts,Nathan Coy,0,6,0,1,Welterweight,SUB,1,2:46
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Zubaira Tukhugov,Phillipe Nover,0,21,1,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Namajunas vs. VanZant,"December 10, 2015","Las Vegas, Nevada, USA",,Kailin Curran,Emily Kagan,0,21,1,2,Women's Strawweight,SUB,2,4:13
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Conor McGregor,Jose Aldo,1,5,0,0,Featherweight,KO/TKO,1,0:13
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Luke Rockhold,Chris Weidman,0,126,2,1,Middleweight,KO/TKO,4,3:12
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Yoel Romero,Jacare Souza,1,46,0,0,Middleweight,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Demian Maia,Gunnar Nelson,0,47,2,1,Welterweight,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Max Holloway,Jeremy Stephens,0,57,1,0,Featherweight,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Urijah Faber,Frankie Saenz,0,75,2,0,Bantamweight,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Tecia Pennington,Jocelyn Jones-Lybarger,0,77,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Warlley Alves,Colby Covington,0,2,0,1,Welterweight,SUB,1,1:26
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Leonardo Santos,Kevin Lee,1,32,1,0,Lightweight,KO/TKO,1,3:26
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Magomed Mustafaev,Joe Proctor,1,18,0,0,Lightweight,KO/TKO,1,1:54
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Yancy Medeiros,John Makdessi,1,80,0,0,Lightweight,S-DEC,3,5:00
UFC 194: Aldo vs McGregor,"December 12, 2015","Las Vegas, Nevada, USA",,Court McGee,Marcio Alexandre Junior,0,58,2,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Rafael Dos Anjos,Donald Cerrone,0,26,0,0,Lightweight,KO/TKO,1,1:06
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Alistair Overeem,Junior Dos Santos,1,32,0,0,Heavyweight,KO/TKO,2,4:43
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Nate Diaz,Michael Johnson,0,153,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Karolina Kowalkiewicz,Randa Markos,0,66,0,0,Women's Strawweight,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Charles Oliveira,Myles Jury,0,5,1,1,Featherweight,SUB,1,3:05
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Nate Marquardt,CB Dollaway,1,16,0,0,Middleweight,KO/TKO,2,0:28
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Valentina Shevchenko,Sarah Kaufman,0,32,4,0,Women's Bantamweight,S-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Tamdan McCrory,Josh Samman,0,39,2,1,Middleweight,SUB,3,4:10
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Nik Lentz,Danny Castillo,0,59,3,2,Lightweight,S-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Cole Miller,Jim Alers,0,28,0,0,Featherweight,CNC,2,1:34
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Kamaru Usman,Leon Edwards,0,48,6,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Vicente Luque,Hayder Hassan,0,12,0,1,Welterweight,SUB,1,2:13
UFC on FOX: Dos Anjos vs. Cowboy 2,"December 19, 2015","Orlando, Florida, USA",,Francis Ngannou,Luis Henrique,1,25,0,0,Heavyweight,KO/TKO,2,2:53
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Anthony Johnson,Ryan Bader,0,11,0,0,Light Heavyweight,KO/TKO,1,1:26
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Ben Rothwell,Josh Barnett,0,35,0,1,Heavyweight,SUB,2,3:48
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Jimmie Rivera,Iuri Alcantara,0,45,3,0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Bryan Barberena,Sage Northcutt,0,26,1,1,Welterweight,SUB,2,3:06
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Tarec Saffiedine,Jake Ellenberger,0,54,0,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Diego Ferreira,Olivier Aubin-Mercier,0,65,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Rafael Natal,Kevin Casey,1,54,4,0,Middleweight,KO/TKO,3,3:37
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Wilson Reis,Dustin Ortiz,0,48,9,0,Flyweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Alexander Yakovlev,George Sullivan,1,15,2,0,Welterweight,KO/TKO,1,3:59
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Alex Caceres,Masio Fullen,0,74,1,0,Featherweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Randy Brown,Matt Dwyer,0,48,1,1,Welterweight,U-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Damon Jackson,Levan Makashvili,0,44,0,0,Featherweight,M-DEC,3,5:00
UFC on FOX: Johnson vs. Bader,"January 30, 2016","Newark, New Jersey, USA",,Anthony Rocco Martin,Felipe Olivieri,0,60,2,1,Lightweight,SUB,3,3:02
UFC Fight Night: Dillashaw vs Cruz,"January 17, 2016","Boston, Massachusetts, USA",,Dominick Cruz,TJ Dillashaw,0,112,4,0,Bantamweight,S-DEC,5,5:00
UFC Fight Night: Dillashaw vs Cruz,"January 17, 2016","Boston, Massachusetts, USA",,Eddie Alvarez,Anthony Pettis,0,42,6,0,Lightweight,S-DEC,3,5:00
