SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
8.30,58%,9.47,59%,N/A,3.00,50%,100%,0.5
5.37,52%,4.43,57%,N/A,0.81,50%,80%,0.0
0.00,0%,1.50,62%,N/A,0.00,0%,0%,0.0
2.67,35%,3.12,49%,N/A,3.59,72%,0%,2.2
2.07,70%,1.57,40%,N/A,3.76,80%,62%,0.0
3.00,57%,1.13,62%,N/A,2.00,100%,55%,0.5
0.46,40%,2.32,33%,N/A,0.00,0%,0%,0.0
1.30,34%,3.47,45%,N/A,1.50,25%,38%,0.5
4.17,44%,4.92,56%,N/A,1.51,100%,66%,0.0
4.53,44%,2.10,65%,N/A,0.50,28%,91%,0.0
3.05,46%,3.09,59%,N/A,2.57,30%,64%,0.3
4.12,49%,5.45,41%,N/A,0.93,27%,73%,0.0
5.40,50%,1.80,59%,N/A,1.00,100%,71%,0.0
6.33,51%,5.93,57%,N/A,0.00,0%,42%,0.0
3.66,43%,4.53,53%,N/A,0.39,50%,69%,0.8
0.67,50%,0.73,67%,N/A,0.00,0%,25%,1.0
1.69,29%,2.87,65%,N/A,0.00,0%,58%,0.0
2.48,42%,3.00,46%,N/A,2.85,26%,44%,1.1
2.50,48%,4.18,49%,N/A,0.85,35%,56%,1.4
0.09,11%,5.90,38%,N/A,0.00,0%,0%,0.0
2.39,48%,2.08,63%,N/A,1.76,37%,65%,0.4
2.86,65%,3.30,34%,N/A,3.30,100%,0%,0.0
2.69,14%,5.37,50%,N/A,0.00,0%,0%,0.0
1.13,34%,3.07,40%,N/A,0.00,0%,38%,1.0
2.89,45%,3.09,50%,N/A,0.82,29%,66%,0.8
0.73,22%,2.93,52%,N/A,0.00,0%,0%,0.0
0.40,15%,2.72,47%,N/A,0.42,100%,16%,0.4
3.92,50%,2.55,67%,N/A,1.03,47%,70%,0.7
1.02,36%,1.53,57%,N/A,3.83,100%,0%,0.0
1.08,26%,1.96,50%,N/A,1.47,50%,80%,0.0
1.42,46%,4.20,54%,N/A,2.66,34%,25%,1.8
2.79,40%,2.19,60%,N/A,0.97,53%,62%,0.6
5.16,35%,4.19,56%,N/A,0.00,0%,0%,0.0
3.21,41%,2.96,54%,N/A,0.47,21%,55%,1.6
3.05,61%,2.05,60%,N/A,0.50,77%,69%,0.8
2.87,28%,4.48,61%,N/A,0.00,0%,0%,0.0
0.68,33%,1.36,0%,N/A,0.00,0%,0%,10.2
0.63,66%,6.17,25%,N/A,0.00,0%,25%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.46,33%,3.55,59%,N/A,1.45,43%,70%,0.9
2.50,30%,5.67,55%,N/A,0.00,0%,66%,0.0
0.87,32%,0.87,58%,N/A,0.00,0%,23%,0.0
3.75,58%,2.32,56%,N/A,3.10,38%,76%,0.7
1.40,33%,1.75,60%,N/A,0.00,0%,61%,0.8
4.36,60%,1.71,63%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.02,100%,4.07,55%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.29,86%,2.14,0%,N/A,0.00,0%,75%,0.0
1.03,34%,2.63,53%,N/A,1.79,73%,82%,0.4
0.14,33%,4.68,30%,N/A,0.00,0%,0%,0.0
2.45,36%,1.80,56%,N/A,2.83,29%,35%,1.2
3.60,33%,6.00,16%,N/A,0.00,0%,50%,0.0
2.53,39%,1.80,68%,N/A,0.00,0%,66%,0.0
2.06,35%,2.40,53%,N/A,0.49,50%,53%,0.7
3.86,55%,2.93,52%,N/A,0.43,42%,53%,0.4
2.57,42%,1.88,63%,N/A,2.83,51%,46%,0.2
6.04,45%,6.65,52%,N/A,0.09,50%,74%,0.0
2.17,35%,2.71,55%,N/A,4.09,46%,56%,0.4
3.28,52%,2.11,62%,N/A,2.56,63%,71%,0.4
1.33,16%,3.20,40%,N/A,0.00,0%,55%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.27,32%,1.27,60%,N/A,2.00,100%,0%,0.0
1.47,46%,4.30,39%,N/A,0.94,60%,44%,2.5
4.75,53%,4.66,57%,N/A,0.35,50%,37%,1.1
6.33,52%,8.18,32%,N/A,1.46,50%,0%,0.0
3.06,32%,2.99,70%,N/A,2.07,50%,80%,0.0
2.70,30%,2.58,74%,N/A,0.00,0%,0%,0.0
3.42,50%,5.87,31%,N/A,0.97,25%,20%,1.9
2.40,67%,0.53,50%,N/A,0.00,0%,72%,3.0
3.60,52%,4.09,45%,N/A,2.24,38%,63%,0.6
3.31,39%,7.42,41%,N/A,0.75,10%,80%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,3.33,75%,N/A,0.00,0%,0%,0.0
0.00,0%,1.73,43%,N/A,1.00,10%,0%,2.0
7.17,52%,4.33,47%,N/A,9.69,71%,50%,0.0
1.58,26%,1.89,61%,N/A,2.84,25%,84%,0.0
1.98,39%,2.64,46%,N/A,2.05,20%,38%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.94,48%,3.10,46%,N/A,1.84,55%,67%,1.8
4.38,55%,3.94,59%,N/A,0.00,0%,0%,0.0
5.29,27%,17.65,41%,N/A,0.00,0%,0%,0.0
0.86,26%,5.33,29%,N/A,0.00,0%,0%,0.0
0.87,37%,5.19,60%,N/A,0.00,0%,0%,0.0
1.07,27%,2.40,58%,N/A,0.50,20%,42%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.78,15%,2.44,60%,N/A,1.74,80%,55%,0.4
2.91,45%,3.48,46%,N/A,2.14,50%,50%,2.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.60,45%,0.60,84%,N/A,5.00,62%,100%,0.0
0.86,31%,1.71,72%,N/A,0.00,0%,66%,0.0
3.78,43%,4.21,54%,N/A,1.02,57%,45%,0.4
1.83,50%,2.83,64%,N/A,2.00,33%,25%,0.5
0.00,0%,0.43,0%,N/A,0.00,0%,0%,0.0
3.56,41%,3.79,58%,N/A,0.78,27%,53%,1.6
3.21,66%,1.28,0%,N/A,0.00,0%,40%,14.4
0.51,20%,0.81,50%,N/A,3.03,100%,0%,3.0
5.50,68%,3.33,50%,N/A,0.00,0%,33%,0.0
3.90,55%,7.79,37%,N/A,11.69,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.52,41%,4.31,57%,N/A,0.32,15%,63%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.27,44%,0.87,45%,N/A,0.00,0%,50%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.56,51%,2.16,55%,N/A,3.42,63%,82%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.20,33%,4.35,38%,N/A,0.00,0%,50%,1.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.22,40%,2.27,42%,N/A,0.00,0%,22%,4.9
2.17,48%,2.50,50%,N/A,2.50,50%,60%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.23,38%,4.56,55%,N/A,0.59,44%,50%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.84,52%,2.64,48%,N/A,0.00,0%,44%,0.0
1.20,50%,1.31,53%,N/A,0.00,0%,47%,1.1
1.31,31%,3.20,38%,N/A,1.09,33%,40%,0.0
1.33,36%,3.00,47%,N/A,0.00,0%,100%,0.0
1.87,26%,8.24,52%,N/A,0.00,0%,0%,0.0
1.68,34%,2.62,38%,N/A,0.94,50%,66%,0.9
0.94,11%,4.84,63%,N/A,0.00,0%,0%,0.0
0.72,26%,2.12,55%,N/A,1.31,40%,0%,0.4
1.89,34%,3.38,56%,N/A,1.81,36%,50%,1.8
2.20,35%,3.33,48%,N/A,3.00,75%,25%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.54,41%,2.37,48%,N/A,7.63,75%,0%,2.5
1.48,22%,2.96,75%,N/A,3.70,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.83,41%,2.81,61%,N/A,0.36,16%,81%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.23,50%,3.58,51%,N/A,0.20,40%,66%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.66,30%,0.82,84%,N/A,2.47,50%,0%,2.5
2.21,41%,3.73,44%,N/A,0.76,37%,60%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.46,33%,12.92,9%,N/A,0.00,0%,0%,0.0
1.40,35%,3.76,41%,N/A,0.00,0%,58%,0.0
2.76,49%,2.42,48%,N/A,3.76,40%,61%,1.9
2.16,41%,2.50,50%,N/A,3.03,43%,41%,1.2
0.53,26%,1.90,51%,N/A,0.53,16%,33%,7.4
0.33,45%,0.93,46%,N/A,0.00,0%,0%,0.0
0.84,25%,3.46,36%,N/A,2.36,60%,57%,0.0
1.09,43%,1.20,57%,N/A,0.43,100%,66%,0.0
1.43,66%,2.06,42%,N/A,0.00,0%,75%,0.0
2.73,50%,2.65,41%,N/A,2.21,80%,66%,0.6
1.64,32%,3.58,62%,N/A,1.33,40%,0%,0.7
2.23,46%,3.10,58%,N/A,0.36,7%,53%,0.7
3.19,55%,1.88,49%,N/A,0.58,100%,72%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.33,55%,3.21,65%,N/A,2.03,60%,66%,2.0
1.55,48%,7.09,26%,N/A,0.00,0%,25%,0.0
4.26,37%,5.12,50%,N/A,1.90,50%,73%,0.0
4.46,55%,6.03,44%,N/A,4.34,46%,66%,1.2
3.39,48%,2.64,58%,N/A,2.00,76%,86%,1.1
4.40,54%,4.07,53%,N/A,1.00,100%,66%,1.0
4.16,56%,3.03,50%,N/A,1.11,53%,42%,0.1
3.40,31%,4.40,64%,N/A,0.00,0%,75%,0.0
2.77,34%,4.17,41%,N/A,2.50,29%,75%,0.0
3.00,30%,6.10,57%,N/A,1.66,23%,83%,0.0
1.18,46%,2.27,56%,N/A,3.00,37%,66%,0.3
2.82,46%,3.40,54%,N/A,0.88,25%,86%,0.2
3.94,36%,6.01,49%,N/A,0.78,100%,50%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.40,57%,4.00,64%,N/A,0.00,0%,0%,0.0
3.72,48%,2.57,53%,N/A,0.88,33%,65%,0.1
1.40,12%,7.31,52%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.87,49%,4.87,42%,N/A,0.00,0%,25%,0.0
3.44,49%,3.58,36%,N/A,2.66,50%,53%,1.1
1.47,39%,5.53,56%,N/A,1.00,50%,100%,0.0
0.82,42%,1.65,40%,N/A,0.00,0%,0%,2.8
1.69,35%,2.62,56%,N/A,0.58,30%,52%,0.8
3.60,51%,2.53,74%,N/A,0.00,0%,80%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.01,39%,2.72,73%,N/A,6.44,60%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.71,46%,2.15,51%,N/A,1.94,60%,68%,0.0
4.00,33%,12.00,40%,N/A,0.00,0%,0%,0.0
5.33,44%,3.40,58%,N/A,1.36,33%,64%,0.3
1.82,42%,12.12,60%,N/A,0.00,0%,0%,0.0
0.23,50%,3.22,17%,N/A,0.00,0%,0%,3.5
3.31,52%,2.33,65%,N/A,3.49,25%,71%,1.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.88,64%,1.14,46%,N/A,2.20,33%,50%,1.6
6.61,52%,4.37,50%,N/A,0.71,30%,72%,0.2
4.30,43%,5.10,50%,N/A,2.55,36%,100%,0.0
0.00,0%,6.45,35%,N/A,0.00,0%,50%,0.0
0.96,40%,1.78,46%,N/A,3.61,62%,50%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.45,35%,4.17,55%,N/A,0.25,6%,16%,0.5
3.22,36%,2.82,63%,N/A,0.95,71%,51%,0.4
0.58,50%,1.16,55%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,100%,N/A,0.00,0%,100%,0.0
3.45,43%,3.30,43%,N/A,1.13,26%,42%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.99,36%,2.96,55%,N/A,1.06,33%,40%,2.1
2.08,52%,2.47,34%,N/A,1.09,33%,33%,0.4
1.32,40%,2.64,50%,N/A,9.89,50%,0%,9.9
4.34,37%,11.57,46%,N/A,0.00,0%,0%,0.0
5.48,43%,6.50,48%,N/A,0.36,11%,86%,0.0
1.49,33%,2.03,65%,N/A,4.06,50%,0%,0.0
4.13,37%,7.75,59%,N/A,0.00,0%,100%,0.0
2.88,40%,6.08,20%,N/A,0.00,0%,57%,0.0
1.68,32%,1.68,68%,N/A,2.85,46%,66%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.99,50%,1.86,40%,N/A,0.00,0%,50%,0.0
5.16,50%,3.65,60%,N/A,0.64,17%,44%,0.2
3.32,49%,2.92,63%,N/A,1.12,33%,71%,0.0
1.95,39%,2.89,57%,N/A,1.77,18%,50%,0.0
3.01,47%,1.19,76%,N/A,0.49,18%,36%,2.5
3.42,43%,2.96,68%,N/A,2.43,20%,0%,0.0
7.09,58%,4.57,53%,N/A,0.00,0%,100%,0.0
1.80,48%,3.44,58%,N/A,0.52,100%,36%,1.6
1.11,61%,2.08,31%,N/A,0.00,0%,0%,0.0
2.69,37%,3.02,56%,N/A,1.51,24%,46%,0.8
2.45,49%,1.94,59%,N/A,1.87,69%,56%,0.3
4.60,49%,3.83,48%,N/A,0.23,40%,56%,0.0
2.06,35%,3.88,57%,N/A,1.01,25%,66%,0.0
5.70,54%,4.98,42%,N/A,4.76,37%,69%,1.5
2.50,39%,2.94,52%,N/A,2.33,40%,23%,0.0
3.03,47%,3.32,47%,N/A,1.10,36%,67%,0.5
0.30,25%,2.40,50%,N/A,4.50,100%,0%,9.0
4.05,47%,3.06,62%,N/A,0.52,36%,84%,0.1
1.26,41%,2.03,51%,N/A,1.26,31%,48%,1.7
6.67,44%,9.91,43%,N/A,0.00,0%,66%,0.0
4.03,48%,2.96,47%,N/A,2.52,41%,33%,0.0
3.94,47%,3.50,52%,N/A,1.74,31%,61%,0.1
4.94,48%,5.72,48%,N/A,1.71,62%,75%,0.3
2.02,59%,1.54,49%,N/A,3.73,42%,50%,1.9
2.07,57%,0.20,25%,N/A,3.00,75%,100%,1.0
4.71,46%,3.55,60%,N/A,0.57,27%,60%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.55,47%,2.90,59%,N/A,4.66,43%,0%,0.7
5.59,61%,2.06,79%,N/A,0.00,0%,0%,0.0
0.79,27%,4.96,37%,N/A,2.05,83%,33%,0.8
5.32,46%,4.18,51%,N/A,0.91,28%,47%,0.7
1.40,33%,1.40,75%,N/A,0.00,0%,100%,20.9
0.20,25%,1.40,47%,N/A,2.00,12%,0%,0.0
1.70,31%,5.16,41%,N/A,2.04,11%,28%,0.0
1.13,36%,1.00,62%,N/A,2.00,33%,33%,0.0
2.56,64%,1.67,28%,N/A,1.43,31%,21%,0.0
4.88,59%,3.80,59%,N/A,0.00,0%,100%,0.0
1.28,35%,7.00,41%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.48,45%,1.85,53%,N/A,1.97,45%,37%,1.2
0.00,0%,1.63,14%,N/A,0.00,0%,0%,4.1
4.33,36%,3.42,46%,N/A,0.47,60%,40%,1.1
3.44,49%,2.78,47%,N/A,0.00,0%,75%,0.0
3.65,49%,4.34,55%,N/A,0.70,36%,56%,0.3
0.87,46%,3.00,26%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.17,52%,4.14,44%,N/A,6.26,68%,50%,4.8
0.54,21%,3.22,28%,N/A,2.69,33%,0%,0.0
0.53,33%,1.06,33%,N/A,0.00,0%,50%,0.0
3.57,50%,2.79,54%,N/A,2.01,48%,49%,0.7
2.80,35%,4.33,35%,N/A,0.00,0%,100%,0.0
0.75,50%,2.49,41%,N/A,0.00,0%,0%,0.0
3.71,42%,4.63,47%,N/A,0.68,34%,70%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.84,39%,4.18,50%,N/A,0.00,0%,58%,0.1
2.08,46%,1.52,59%,N/A,1.83,41%,66%,0.1
2.33,33%,6.13,44%,N/A,0.00,0%,100%,0.0
5.96,39%,7.39,55%,N/A,0.00,0%,100%,0.0
0.00,0%,14.21,25%,N/A,0.00,0%,0%,0.0
2.68,53%,2.33,49%,N/A,6.51,68%,0%,1.8
1.12,43%,1.41,47%,N/A,4.39,38%,0%,1.8
7.19,46%,10.66,44%,N/A,1.12,18%,50%,0.6
3.08,36%,3.86,47%,N/A,1.67,35%,38%,1.0
6.34,56%,4.78,49%,N/A,1.22,45%,68%,0.0
4.03,47%,4.41,45%,N/A,0.36,33%,85%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.54,47%,3.39,57%,N/A,0.46,28%,57%,0.5
2.60,48%,3.27,50%,N/A,1.00,8%,0%,1.0
2.18,30%,2.18,63%,N/A,2.72,33%,0%,0.0
14.48,31%,20.69,41%,N/A,0.00,0%,0%,0.0
5.47,50%,5.60,45%,N/A,2.09,62%,85%,0.2
3.43,34%,2.47,60%,N/A,1.05,57%,59%,0.1
2.54,37%,2.48,71%,N/A,1.83,44%,66%,0.2
5.87,52%,4.00,65%,N/A,2.00,22%,100%,0.0
3.44,49%,3.05,60%,N/A,1.57,30%,78%,0.0
3.94,52%,2.14,50%,N/A,4.17,54%,28%,0.8
0.60,40%,2.40,40%,N/A,1.00,100%,16%,0.0
3.33,57%,2.41,39%,N/A,2.50,50%,50%,1.2
4.92,39%,6.42,55%,N/A,0.46,50%,66%,0.0
2.17,55%,4.77,46%,N/A,1.63,10%,100%,3.3
0.66,15%,1.71,65%,N/A,0.00,0%,0%,0.0
2.04,34%,2.65,60%,N/A,2.46,33%,42%,1.9
1.70,31%,5.80,42%,N/A,3.00,33%,0%,1.5
3.17,44%,3.20,46%,N/A,0.00,0%,58%,0.0
2.31,17%,6.92,44%,N/A,0.00,0%,0%,0.0
4.79,38%,5.76,58%,N/A,1.22,50%,100%,0.6
9.28,43%,12.83,42%,N/A,0.00,0%,100%,0.0
3.70,57%,2.90,51%,N/A,1.40,45%,59%,0.5
3.65,47%,2.56,58%,N/A,1.07,54%,65%,1.1
3.64,47%,2.84,58%,N/A,3.11,41%,66%,0.0
3.37,36%,4.40,58%,N/A,2.93,66%,75%,0.7
2.00,41%,3.56,47%,N/A,1.20,50%,63%,1.8
1.59,37%,6.11,50%,N/A,0.00,0%,0%,0.0
0.90,27%,3.89,40%,N/A,1.42,50%,44%,0.0
4.35,53%,4.24,41%,N/A,0.00,0%,37%,0.0
4.82,47%,3.12,55%,N/A,0.23,42%,65%,0.2
7.42,49%,5.52,56%,N/A,0.55,50%,56%,0.1
0.81,33%,3.23,38%,N/A,9.09,75%,0%,0.0
4.10,49%,2.68,53%,N/A,0.70,29%,65%,1.0
4.65,46%,3.99,52%,N/A,0.69,27%,58%,0.7
1.85,51%,1.15,61%,N/A,2.30,39%,40%,1.0
4.58,57%,2.29,53%,N/A,0.60,22%,53%,0.6
2.64,30%,2.38,60%,N/A,0.00,0%,50%,0.0
1.51,53%,4.15,33%,N/A,0.00,0%,66%,0.0
0.84,100%,1.68,68%,N/A,0.00,0%,50%,0.0
6.08,55%,5.30,51%,N/A,2.46,45%,100%,0.5
1.13,73%,0.21,66%,N/A,4.63,75%,100%,4.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.24,34%,1.85,55%,N/A,0.00,0%,52%,1.4
2.64,42%,4.50,48%,N/A,1.40,33%,50%,1.9
1.57,50%,1.29,51%,N/A,1.24,50%,25%,1.2
6.19,69%,7.91,37%,N/A,2.58,100%,50%,5.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,5.80,13%,N/A,0.00,0%,0%,0.0
2.83,48%,2.96,56%,N/A,2.48,42%,41%,1.1
3.72,47%,3.02,52%,N/A,1.37,26%,57%,0.8
3.05,44%,3.12,52%,N/A,1.39,29%,52%,0.9
2.17,34%,2.08,70%,N/A,0.00,0%,76%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,22.50,45%,N/A,0.00,0%,0%,0.0
3.18,39%,3.73,50%,N/A,0.24,9%,57%,0.2
0.73,20%,2.27,46%,N/A,2.46,44%,40%,2.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.73,46%,9.40,44%,N/A,2.00,33%,0%,0.0
2.57,51%,2.42,57%,N/A,0.72,40%,42%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.93,48%,8.40,40%,N/A,2.00,40%,0%,0.0
0.67,37%,3.20,47%,N/A,0.00,0%,0%,0.0
3.21,33%,2.60,51%,N/A,0.00,0%,40%,0.0
1.93,34%,3.02,50%,N/A,0.26,28%,78%,0.0
1.82,20%,2.42,78%,N/A,0.00,0%,0%,0.0
3.36,44%,5.07,57%,N/A,1.00,16%,70%,0.0
4.03,40%,3.90,60%,N/A,0.88,27%,92%,0.1
4.36,49%,3.90,60%,N/A,0.00,0%,0%,0.0
4.07,41%,3.16,68%,N/A,1.01,63%,68%,0.6
0.00,0%,8.41,20%,N/A,0.00,0%,0%,0.0
2.27,53%,4.00,25%,N/A,0.00,0%,16%,0.0
1.37,40%,2.14,52%,N/A,1.79,60%,64%,0.9
3.16,48%,2.64,54%,N/A,0.84,50%,63%,0.1
1.00,100%,6.00,50%,N/A,0.00,0%,0%,0.0
2.93,34%,4.13,56%,N/A,2.00,50%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.68,39%,2.99,53%,N/A,2.58,27%,0%,1.0
5.11,38%,9.15,38%,N/A,4.04,33%,0%,0.0
3.52,42%,3.48,62%,N/A,1.36,36%,52%,0.3
0.80,34%,1.00,71%,N/A,1.00,50%,37%,0.0
1.56,35%,2.32,59%,N/A,1.45,35%,20%,1.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.45,34%,3.78,61%,N/A,1.18,34%,60%,0.1
0.00,0%,9.68,33%,N/A,0.00,0%,50%,0.0
4.67,41%,4.40,47%,N/A,0.00,0%,33%,0.0
0.53,50%,4.40,32%,N/A,8.00,50%,0%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.93,51%,3.35,49%,N/A,1.33,62%,50%,0.8
4.62,45%,4.53,56%,N/A,0.69,18%,75%,0.0
2.31,30%,12.12,19%,N/A,0.00,0%,0%,0.0
1.31,36%,2.95,52%,N/A,1.23,20%,0%,2.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.71,53%,3.53,53%,N/A,1.77,36%,63%,0.0
4.29,59%,5.53,42%,N/A,0.00,0%,25%,0.0
2.41,51%,1.69,57%,N/A,2.45,55%,62%,0.6
3.01,42%,2.74,54%,N/A,3.51,50%,89%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.06,44%,3.49,43%,N/A,0.00,0%,76%,0.0
17.65,58%,5.29,72%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.70,44%,4.80,47%,N/A,1.00,22%,81%,0.0
1.80,32%,1.64,65%,N/A,0.67,100%,54%,0.0
2.48,41%,2.53,64%,N/A,0.00,0%,64%,0.0
6.20,52%,3.49,53%,N/A,0.93,66%,60%,0.5
1.83,28%,1.64,74%,N/A,1.15,100%,50%,2.9
3.08,46%,3.08,49%,N/A,2.20,50%,0%,0.7
4.28,37%,4.94,60%,N/A,2.99,35%,77%,0.2
3.59,51%,4.90,30%,N/A,0.56,50%,66%,0.0
1.00,28%,1.95,48%,N/A,1.58,26%,100%,1.2
0.47,20%,3.72,60%,N/A,0.00,0%,0%,0.0
11.67,67%,9.13,54%,N/A,1.00,14%,0%,0.0
0.00,0%,12.00,50%,N/A,0.00,0%,0%,0.0
0.73,73%,1.33,31%,N/A,0.00,0%,69%,1.0
1.68,32%,3.80,45%,N/A,1.99,25%,33%,0.7
0.17,10%,1.99,57%,N/A,4.97,40%,100%,2.5
1.87,44%,3.92,41%,N/A,1.59,20%,28%,0.3
3.67,44%,2.83,63%,N/A,0.25,33%,80%,0.0
7.09,73%,1.55,51%,N/A,4.09,75%,0%,0.0
2.80,24%,4.67,46%,N/A,6.00,30%,60%,0.0
2.50,40%,5.50,36%,N/A,0.00,0%,50%,0.0
1.85,71%,4.44,33%,N/A,0.00,0%,0%,0.0
3.28,54%,3.62,54%,N/A,2.30,55%,79%,0.0
2.27,38%,1.63,67%,N/A,1.20,100%,71%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.93,45%,3.40,39%,N/A,4.00,100%,0%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.07,46%,4.40,45%,N/A,1.00,33%,0%,0.0
7.79,62%,3.90,44%,N/A,0.00,0%,0%,11.7
3.20,39%,4.13,64%,N/A,0.96,33%,75%,0.5
4.38,55%,2.47,44%,N/A,2.29,38%,53%,1.4
4.63,40%,3.40,61%,N/A,2.07,51%,85%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.80,63%,4.75,42%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.04,39%,10.91,40%,N/A,0.00,0%,0%,0.0
6.00,37%,5.52,59%,N/A,0.00,0%,46%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.87,50%,3.75,48%,N/A,0.35,28%,80%,0.3
5.20,44%,3.53,61%,N/A,2.00,50%,100%,0.0
3.20,41%,3.52,59%,N/A,0.62,63%,50%,0.8
3.13,28%,3.90,54%,N/A,3.00,54%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.89,45%,5.18,56%,N/A,0.00,0%,100%,0.0
5.08,39%,4.79,47%,N/A,2.18,100%,0%,2.2
0.75,41%,1.36,68%,N/A,0.00,0%,33%,0.0
0.82,100%,2.47,60%,N/A,0.00,0%,66%,4.1
1.10,20%,3.62,49%,N/A,1.35,26%,16%,0.3
5.45,47%,3.88,59%,N/A,1.53,50%,60%,0.9
4.79,49%,4.11,61%,N/A,0.96,18%,59%,0.9
