SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.72,49%,2.40,46%,N/A,1.03,33%,55%,2.1
2.30,47%,3.18,54%,N/A,1.01,50%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.60,34%,9.69,35%,N/A,1.84,14%,0%,0.0
3.31,51%,2.96,50%,N/A,0.33,14%,60%,0.3
1.50,75%,3.25,43%,N/A,0.00,0%,0%,7.5
2.14,48%,4.73,45%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.40,46%,6.80,67%,N/A,2.00,28%,0%,1.0
3.66,39%,2.67,55%,N/A,0.59,46%,38%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.92,80%,0.92,33%,N/A,6.87,100%,0%,3.4
1.76,36%,4.62,47%,N/A,5.47,40%,0%,2.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.12,42%,4.04,55%,N/A,1.62,22%,28%,0.5
3.58,36%,4.81,62%,N/A,1.76,40%,0%,0.0
2.78,52%,2.78,37%,N/A,4.17,100%,50%,4.2
0.27,12%,6.27,28%,N/A,0.00,0%,0%,0.0
4.42,46%,3.07,59%,N/A,3.89,40%,82%,1.1
1.00,27%,3.26,36%,N/A,0.84,40%,16%,1.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.92,61%,2.68,46%,N/A,3.06,54%,0%,3.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.56,75%,1.27,28%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,100%,N/A,0.00,0%,0%,0.0
2.76,44%,4.02,42%,N/A,0.00,0%,33%,0.0
2.88,39%,3.65,58%,N/A,0.28,22%,72%,0.4
4.22,32%,5.00,50%,N/A,2.81,39%,71%,0.5
3.11,61%,5.66,33%,N/A,0.52,33%,50%,1.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.45,60%,3.59,26%,N/A,0.00,0%,0%,0.0
2.68,36%,4.69,46%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.80,44%,5.08,50%,N/A,0.71,33%,67%,0.6
3.50,55%,2.14,48%,N/A,2.18,42%,66%,0.0
1.88,52%,2.62,40%,N/A,3.89,40%,50%,0.8
0.57,20%,8.33,27%,N/A,4.31,25%,0%,4.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.17,45%,4.65,36%,N/A,1.88,24%,43%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.73,41%,3.43,62%,N/A,1.22,50%,64%,0.0
2.15,51%,1.90,67%,N/A,0.82,30%,41%,2.5
2.66,75%,2.66,30%,N/A,4.43,33%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.68,51%,2.70,56%,N/A,1.50,33%,61%,0.0
3.13,58%,3.27,58%,N/A,0.00,0%,0%,1.0
1.39,39%,1.35,64%,N/A,2.02,100%,36%,2.0
2.90,40%,5.80,43%,N/A,1.50,100%,100%,0.0
5.26,41%,4.49,63%,N/A,0.22,50%,55%,0.9
0.00,0%,2.40,57%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,3.32,53%,N/A,0.00,0%,0%,0.0
2.07,37%,1.93,63%,N/A,0.70,50%,46%,0.2
1.52,61%,4.79,41%,N/A,3.50,100%,50%,0.0
4.92,36%,5.27,54%,N/A,0.48,18%,75%,0.0
1.59,46%,2.83,50%,N/A,1.02,60%,53%,0.6
2.20,47%,3.20,51%,N/A,0.00,0%,75%,0.0
6.47,61%,5.90,44%,N/A,1.09,25%,100%,0.5
3.52,34%,2.67,61%,N/A,1.41,30%,62%,0.6
6.54,42%,6.55,51%,N/A,0.91,62%,65%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.70,41%,3.10,59%,N/A,0.44,26%,55%,0.9
2.43,41%,1.80,57%,N/A,3.98,52%,92%,0.4
0.00,0%,3.68,55%,N/A,5.81,50%,0%,0.0
1.60,64%,2.87,50%,N/A,2.00,66%,75%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.13,59%,2.90,57%,N/A,3.50,36%,46%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.43,37%,2.29,60%,N/A,1.72,42%,25%,1.1
3.20,49%,2.37,44%,N/A,0.00,0%,32%,0.3
2.35,34%,3.27,47%,N/A,0.64,15%,50%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.69,49%,5.62,50%,N/A,0.33,4%,80%,0.3
3.73,51%,3.51,58%,N/A,1.66,42%,62%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.20,54%,1.49,53%,N/A,0.31,100%,30%,2.1
3.03,54%,3.24,44%,N/A,2.17,32%,58%,0.1
5.80,56%,2.90,59%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.98,55%,1.61,54%,N/A,2.10,23%,64%,0.3
1.80,40%,7.73,34%,N/A,0.00,0%,25%,2.0
8.70,55%,6.83,52%,N/A,0.00,0%,0%,0.0
2.17,38%,1.64,69%,N/A,2.49,42%,41%,0.9
6.37,35%,8.54,52%,N/A,0.00,0%,0%,0.0
4.53,50%,1.75,63%,N/A,1.83,62%,62%,0.0
4.44,34%,4.31,64%,N/A,0.00,0%,0%,0.0
0.80,51%,0.00,100%,N/A,3.43,66%,100%,2.6
1.27,29%,2.53,50%,N/A,0.00,0%,0%,0.0
4.57,31%,3.83,58%,N/A,0.00,0%,66%,0.0
0.00,0%,5.77,28%,N/A,0.00,0%,0%,0.0
3.45,35%,3.18,61%,N/A,1.60,58%,78%,0.2
5.69,48%,3.99,53%,N/A,2.25,44%,66%,1.0
4.52,51%,3.74,44%,N/A,1.12,28%,47%,0.6
5.36,58%,4.82,46%,N/A,0.00,0%,62%,0.0
0.00,0%,4.03,40%,N/A,6.72,50%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.49,30%,6.36,51%,N/A,0.67,18%,44%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,5.88,16%,N/A,0.00,0%,0%,0.0
3.86,51%,3.06,57%,N/A,4.15,39%,76%,1.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.99,44%,5.39,52%,N/A,0.26,100%,64%,0.3
0.51,50%,4.62,57%,N/A,0.00,0%,20%,5.1
2.19,26%,5.90,45%,N/A,0.00,0%,40%,0.0
0.85,16%,3.41,66%,N/A,8.53,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.23,51%,3.88,54%,N/A,0.00,0%,37%,1.1
4.00,40%,4.93,50%,N/A,0.00,0%,60%,1.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.43,27%,9.93,46%,N/A,0.00,0%,0%,0.0
2.57,43%,2.25,60%,N/A,0.61,41%,39%,0.3
2.65,49%,2.29,73%,N/A,1.82,31%,78%,0.4
3.78,41%,3.29,46%,N/A,0.00,0%,0%,0.0
2.69,42%,2.69,65%,N/A,1.02,27%,74%,0.0
3.87,62%,3.20,57%,N/A,1.00,33%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.47,58%,2.44,57%,N/A,3.96,41%,83%,0.6
5.42,53%,2.97,62%,N/A,1.70,40%,85%,0.2
3.48,38%,3.02,47%,N/A,0.87,54%,69%,0.0
9.31,40%,4.66,51%,N/A,0.00,0%,100%,0.0
4.87,52%,5.87,55%,N/A,0.00,0%,0%,0.0
3.91,41%,2.97,68%,N/A,4.20,45%,66%,0.3
0.00,0%,8.22,31%,N/A,0.00,0%,100%,0.0
2.72,52%,3.54,59%,N/A,0.00,0%,76%,0.2
0.98,40%,4.05,36%,N/A,1.84,50%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.77,52%,3.07,59%,N/A,2.22,24%,83%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.18,61%,4.32,42%,N/A,1.39,22%,66%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.12,47%,5.67,52%,N/A,0.21,25%,67%,0.1
4.74,53%,4.91,54%,N/A,0.29,20%,50%,0.0
0.80,70%,1.20,28%,N/A,1.00,8%,0%,0.0
1.32,26%,1.46,36%,N/A,0.71,100%,84%,0.0
2.77,45%,3.93,40%,N/A,1.46,47%,60%,0.5
5.72,58%,3.46,42%,N/A,3.99,46%,100%,2.7
2.40,27%,4.80,46%,N/A,0.00,0%,100%,0.0
1.87,40%,1.70,54%,N/A,3.33,50%,60%,1.0
1.55,49%,3.65,44%,N/A,3.12,75%,60%,1.0
4.08,43%,3.44,62%,N/A,0.23,33%,69%,0.2
3.69,34%,7.37,56%,N/A,5.03,50%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.00,41%,2.60,71%,N/A,0.00,0%,0%,0.0
3.77,46%,2.79,44%,N/A,2.37,38%,70%,0.4
1.35,40%,4.89,38%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.86,38%,3.83,50%,N/A,1.95,60%,87%,0.0
2.73,48%,1.53,54%,N/A,3.00,50%,0%,0.0
3.98,49%,4.24,55%,N/A,1.59,40%,87%,0.8
2.82,45%,3.51,44%,N/A,0.00,0%,31%,0.0
2.79,40%,3.89,59%,N/A,0.89,33%,50%,0.0
1.17,30%,2.10,56%,N/A,0.00,0%,14%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.41,48%,5.87,40%,N/A,0.00,0%,33%,0.0
2.86,29%,8.93,51%,N/A,5.36,100%,100%,5.4
2.32,38%,1.55,67%,N/A,0.00,0%,60%,0.0
0.57,34%,3.02,39%,N/A,1.08,16%,40%,0.0
8.80,52%,3.65,57%,N/A,0.00,0%,100%,0.0
3.20,50%,2.11,57%,N/A,1.26,55%,55%,1.4
5.22,51%,4.79,61%,N/A,1.86,32%,85%,0.6
3.80,53%,5.32,55%,N/A,4.07,31%,91%,1.6
4.43,36%,3.87,59%,N/A,0.63,42%,63%,0.4
2.20,54%,2.86,66%,N/A,2.30,25%,0%,3.1
5.35,48%,4.59,44%,N/A,0.13,22%,50%,0.3
4.11,44%,4.65,56%,N/A,0.45,50%,72%,0.1
3.78,36%,3.90,57%,N/A,1.49,41%,91%,0.5
4.03,33%,8.46,34%,N/A,0.00,0%,0%,0.0
4.70,53%,2.90,54%,N/A,1.44,43%,53%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.69,33%,3.15,58%,N/A,1.62,62%,86%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.89,46%,4.58,46%,N/A,2.17,38%,71%,0.9
2.97,54%,5.10,50%,N/A,2.31,41%,53%,1.0
0.68,66%,1.69,54%,N/A,0.00,0%,0%,7.6
2.69,48%,4.10,43%,N/A,0.00,0%,41%,1.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.16,47%,3.19,62%,N/A,0.32,12%,85%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.45,45%,3.09,49%,N/A,1.31,60%,33%,0.0
4.58,34%,4.48,62%,N/A,0.31,15%,50%,0.3
1.91,42%,2.61,51%,N/A,3.92,75%,50%,1.3
2.90,48%,2.69,62%,N/A,1.61,50%,0%,0.0
2.38,51%,3.02,40%,N/A,2.87,64%,66%,1.0
1.64,29%,1.60,67%,N/A,0.00,0%,31%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.77,46%,3.29,60%,N/A,1.99,32%,75%,0.2
4.41,46%,4.48,53%,N/A,1.16,33%,73%,1.2
0.79,50%,5.26,23%,N/A,0.00,0%,0%,0.0
2.22,41%,4.79,41%,N/A,2.90,46%,62%,0.5
4.20,47%,1.15,66%,N/A,0.00,0%,100%,1.9
1.40,33%,2.73,50%,N/A,2.00,20%,66%,0.0
2.72,38%,2.07,66%,N/A,0.49,33%,57%,0.5
2.45,48%,2.70,55%,N/A,0.94,33%,37%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.74,40%,0.29,0%,N/A,4.35,100%,0%,4.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.78,52%,2.83,45%,N/A,0.44,50%,37%,0.9
1.56,20%,3.91,69%,N/A,1.50,33%,37%,0.0
4.02,45%,4.83,61%,N/A,1.34,66%,100%,0.0
5.28,61%,3.06,58%,N/A,0.00,0%,72%,0.0
7.15,46%,4.38,57%,N/A,0.00,0%,85%,0.4
2.71,53%,3.62,49%,N/A,0.60,40%,63%,0.1
2.91,40%,3.23,49%,N/A,1.32,61%,62%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
8.40,57%,2.60,84%,N/A,0.00,0%,100%,0.0
1.97,28%,5.07,55%,N/A,0.44,20%,85%,0.0
1.98,35%,3.11,51%,N/A,1.25,36%,66%,1.1
0.39,100%,0.77,33%,N/A,0.00,0%,0%,0.0
2.11,44%,2.32,63%,N/A,3.71,44%,83%,0.5
1.47,48%,3.27,60%,N/A,0.00,0%,0%,0.0
3.24,56%,2.01,57%,N/A,1.68,100%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.60,45%,2.22,44%,N/A,3.33,45%,50%,0.0
2.57,42%,1.96,62%,N/A,2.95,38%,63%,0.2
4.67,50%,5.22,54%,N/A,1.79,35%,71%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.17,55%,10.83,23%,N/A,0.00,0%,0%,0.0
0.74,27%,3.42,54%,N/A,0.00,0%,100%,0.0
7.28,52%,2.25,64%,N/A,0.66,55%,94%,0.4
3.49,43%,3.89,51%,N/A,1.90,50%,77%,0.2
2.94,42%,2.16,66%,N/A,2.16,55%,50%,0.3
5.13,60%,1.81,45%,N/A,0.00,0%,0%,0.0
3.93,41%,4.52,52%,N/A,0.70,44%,72%,0.6
0.53,9%,2.79,63%,N/A,0.00,0%,0%,2.0
0.63,36%,1.85,56%,N/A,1.10,75%,0%,1.5
2.93,43%,3.17,58%,N/A,0.25,100%,86%,0.0
6.48,46%,5.61,51%,N/A,0.82,18%,63%,0.4
11.23,54%,10.10,52%,N/A,1.00,25%,70%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.74,71%,4.90,32%,N/A,1.75,12%,100%,0.0
4.09,49%,5.92,46%,N/A,0.36,22%,54%,2.0
3.08,31%,3.14,51%,N/A,0.89,16%,48%,0.8
2.85,42%,3.09,52%,N/A,2.51,36%,65%,0.3
2.82,43%,1.39,71%,N/A,3.37,44%,80%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.42,72%,0.68,33%,N/A,10.17,66%,0%,0.0
1.94,50%,1.84,54%,N/A,2.77,40%,70%,0.0
3.95,38%,2.66,61%,N/A,1.70,45%,72%,0.2
4.38,47%,3.53,53%,N/A,1.42,33%,42%,0.0
4.29,39%,4.00,55%,N/A,0.39,31%,39%,0.5
3.03,29%,3.62,64%,N/A,0.00,0%,100%,0.0
0.60,45%,0.93,53%,N/A,0.00,0%,66%,4.0
1.62,36%,2.32,47%,N/A,0.75,66%,75%,0.0
7.62,61%,10.48,43%,N/A,0.00,0%,100%,0.0
2.27,53%,3.76,46%,N/A,0.79,22%,27%,0.4
2.72,42%,5.80,51%,N/A,0.00,0%,14%,0.0
0.62,66%,6.22,23%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.80,38%,3.33,29%,N/A,6.00,66%,0%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.15,37%,1.53,80%,N/A,0.00,0%,100%,0.0
0.59,50%,6.90,12%,N/A,0.00,0%,0%,0.0
4.50,51%,2.85,60%,N/A,2.47,50%,0%,2.5
4.63,49%,3.63,49%,N/A,0.38,42%,76%,0.6
1.71,48%,2.87,52%,N/A,2.69,33%,50%,0.0
3.28,53%,5.63,47%,N/A,0.00,0%,0%,0.0
0.89,25%,10.34,38%,N/A,4.43,100%,66%,0.0
0.57,33%,1.71,47%,N/A,0.78,33%,0%,2.3
5.67,50%,3.77,60%,N/A,0.51,44%,58%,0.3
8.23,55%,5.10,53%,N/A,1.51,66%,100%,0.8
2.60,52%,2.87,55%,N/A,1.00,20%,20%,1.0
2.98,42%,2.23,57%,N/A,1.33,39%,82%,0.1
5.48,48%,4.35,56%,N/A,0.35,23%,48%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.85,25%,4.27,59%,N/A,0.00,0%,66%,0.0
2.87,50%,3.30,47%,N/A,1.97,38%,76%,0.1
2.17,39%,1.57,65%,N/A,0.50,33%,64%,0.5
2.00,40%,1.91,55%,N/A,0.00,0%,77%,0.6
3.37,40%,3.41,65%,N/A,2.61,45%,59%,0.7
5.87,46%,7.60,48%,N/A,0.00,0%,33%,0.0
3.41,49%,2.91,59%,N/A,1.56,16%,75%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.12,41%,3.65,40%,N/A,2.92,80%,72%,2.2
2.96,31%,4.83,56%,N/A,0.34,25%,81%,0.0
2.87,39%,4.74,45%,N/A,1.37,55%,14%,0.3
2.78,54%,2.51,61%,N/A,2.57,51%,65%,0.3
1.46,46%,1.82,62%,N/A,3.05,42%,83%,1.4
2.22,42%,1.64,59%,N/A,1.79,36%,73%,0.6
2.55,54%,3.85,30%,N/A,3.34,36%,57%,0.5
1.44,30%,7.68,43%,N/A,0.00,0%,66%,0.0
1.95,42%,2.14,52%,N/A,3.42,39%,53%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.35,43%,2.23,61%,N/A,1.11,39%,57%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.47,50%,2.00,57%,N/A,0.00,0%,11%,2.5
2.53,34%,3.61,54%,N/A,2.57,25%,80%,0.8
2.27,47%,1.47,59%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.50,47%,2.66,64%,N/A,1.24,66%,85%,1.6
0.77,23%,1.20,59%,N/A,0.00,0%,72%,0.0
2.93,50%,4.07,29%,N/A,1.00,8%,100%,1.0
5.61,44%,4.94,46%,N/A,3.16,45%,80%,0.0
7.50,55%,30.00,42%,N/A,0.00,0%,0%,0.0
2.13,37%,4.29,39%,N/A,0.62,15%,60%,0.2
1.78,80%,3.11,65%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.70,36%,3.17,45%,N/A,1.00,15%,46%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.32,41%,3.58,56%,N/A,4.02,50%,57%,2.7
1.94,52%,2.71,58%,N/A,8.71,75%,0%,2.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.32,46%,3.39,44%,N/A,2.83,33%,50%,0.0
4.29,57%,2.22,64%,N/A,1.93,45%,95%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.42,30%,5.32,54%,N/A,1.71,66%,50%,1.3
3.16,16%,12.63,0%,N/A,0.00,0%,0%,0.0
3.63,34%,5.76,55%,N/A,0.65,30%,80%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.44,55%,2.84,51%,N/A,2.27,55%,64%,0.4
4.79,41%,5.00,60%,N/A,0.56,28%,100%,0.3
4.62,52%,4.19,58%,N/A,0.47,46%,61%,0.0
1.67,42%,3.87,52%,N/A,8.00,53%,0%,5.0
0.78,10%,4.68,62%,N/A,0.00,0%,0%,0.0
3.97,46%,5.17,44%,N/A,2.28,36%,53%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.73,57%,4.26,54%,N/A,0.46,22%,50%,0.0
2.43,31%,3.82,57%,N/A,0.88,45%,48%,0.2
2.41,23%,10.34,44%,N/A,0.00,0%,0%,0.0
2.58,41%,2.46,64%,N/A,0.77,40%,72%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.99,59%,3.19,55%,N/A,1.36,28%,82%,0.0
5.55,54%,3.73,55%,N/A,2.95,40%,71%,0.0
1.54,41%,2.53,51%,N/A,2.71,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.22,57%,1.64,52%,N/A,0.71,60%,38%,0.7
4.83,51%,3.45,58%,N/A,0.38,20%,66%,0.5
5.92,68%,7.80,40%,N/A,0.00,0%,0%,0.0
3.45,47%,2.64,53%,N/A,3.25,42%,100%,1.2
5.09,60%,1.13,33%,N/A,8.49,100%,100%,0.0
2.00,53%,4.73,31%,N/A,2.00,22%,0%,0.0
3.43,45%,3.08,44%,N/A,1.09,24%,69%,0.0
2.47,42%,1.59,64%,N/A,1.54,37%,62%,0.2
2.27,41%,6.67,43%,N/A,0.00,0%,0%,0.0
1.01,69%,3.83,35%,N/A,0.85,33%,63%,0.8
4.27,39%,3.83,57%,N/A,0.62,41%,81%,0.0
5.39,55%,2.54,55%,N/A,0.61,66%,54%,0.6
3.43,54%,1.66,67%,N/A,3.35,56%,65%,0.5
4.00,92%,3.67,22%,N/A,0.00,0%,90%,0.0
1.83,25%,6.30,36%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.40,26%,1.40,63%,N/A,5.26,100%,0%,0.0
3.15,26%,6.39,54%,N/A,0.00,0%,0%,0.7
6.56,46%,7.44,51%,N/A,1.11,31%,73%,0.0
1.29,33%,1.85,61%,N/A,2.34,32%,20%,1.5
3.57,44%,2.96,56%,N/A,0.27,19%,57%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.31,17%,5.00,42%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.41,38%,4.12,64%,N/A,1.80,44%,77%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.85,34%,0.57,60%,N/A,3.41,66%,100%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.76,44%,7.03,43%,N/A,0.15,33%,65%,0.0
3.29,45%,6.51,43%,N/A,0.00,0%,18%,0.5
1.21,66%,0.61,0%,N/A,0.00,0%,0%,0.0
4.21,49%,3.09,62%,N/A,0.54,68%,64%,0.7
3.28,47%,2.54,69%,N/A,1.02,20%,85%,0.0
3.25,47%,1.83,60%,N/A,2.43,57%,77%,0.6
1.20,66%,1.80,50%,N/A,0.00,0%,50%,0.0
1.74,37%,3.93,44%,N/A,1.37,33%,66%,0.0
2.11,37%,3.75,51%,N/A,1.18,55%,19%,0.7
3.00,41%,2.71,50%,N/A,0.79,28%,75%,0.0
2.86,49%,3.84,53%,N/A,4.92,49%,58%,1.0
1.40,33%,2.67,51%,N/A,1.00,33%,83%,1.0
2.00,50%,10.00,0%,N/A,0.00,0%,0%,0.0
3.12,66%,2.77,46%,N/A,0.45,28%,87%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.45,57%,3.01,50%,N/A,1.81,100%,100%,0.0
2.29,45%,1.39,66%,N/A,0.00,0%,42%,0.9
2.54,45%,2.58,49%,N/A,1.23,50%,0%,0.6
6.23,31%,7.77,55%,N/A,0.00,0%,0%,0.0
2.02,47%,1.98,62%,N/A,2.89,35%,37%,1.2
0.00,0%,0.92,60%,N/A,6.92,100%,0%,6.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.43,61%,3.07,59%,N/A,2.56,69%,75%,0.0
2.84,39%,2.99,59%,N/A,1.55,50%,31%,1.9
2.41,37%,1.58,67%,N/A,7.23,68%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.93,41%,8.05,33%,N/A,0.00,0%,27%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.10,45%,4.46,34%,N/A,0.00,0%,50%,0.0
3.34,44%,5.33,62%,N/A,0.75,40%,20%,1.1
6.28,48%,3.25,62%,N/A,0.27,62%,80%,0.1
3.79,45%,3.85,51%,N/A,2.39,41%,75%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.26,38%,5.12,55%,N/A,0.00,0%,100%,0.0
1.06,30%,3.34,56%,N/A,0.00,0%,14%,0.8
2.26,57%,2.71,51%,N/A,0.00,0%,66%,0.0
2.04,44%,3.14,53%,N/A,0.59,30%,36%,0.8
2.20,60%,1.47,56%,N/A,0.00,0%,25%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
7.69,48%,5.53,59%,N/A,0.35,100%,58%,0.0
2.94,33%,3.67,58%,N/A,2.79,28%,38%,0.9
1.33,42%,2.67,28%,N/A,0.00,0%,44%,0.0
1.34,36%,2.68,50%,N/A,0.00,0%,50%,1.6
2.30,38%,2.96,57%,N/A,2.36,36%,73%,1.2
5.50,47%,4.14,57%,N/A,0.36,25%,60%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.25,36%,2.98,59%,N/A,1.18,45%,62%,0.7
0.88,44%,3.94,51%,N/A,3.28,100%,100%,0.0
2.24,48%,1.31,56%,N/A,0.00,0%,0%,0.0
4.49,57%,3.73,62%,N/A,0.71,33%,88%,0.0
3.00,41%,3.29,51%,N/A,2.51,35%,40%,1.4
3.39,53%,1.42,63%,N/A,3.41,71%,69%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.71,27%,2.03,25%,N/A,1.52,40%,58%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.19,33%,3.44,32%,N/A,1.91,71%,16%,2.3
3.25,54%,2.51,55%,N/A,1.52,56%,73%,0.1
2.75,65%,0.79,66%,N/A,1.87,37%,54%,1.2
0.80,75%,1.33,50%,N/A,1.00,100%,40%,1.0
0.16,33%,3.74,14%,N/A,2.44,25%,0%,4.9
4.80,58%,2.79,63%,N/A,0.28,30%,69%,0.1
