Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
The Ultimate Fighter: A Champion Will Be Crowned Finale,"December 12, 2014","Las Vegas, Nevada, USA",,Tecia Pennington,Angela Magana,1,0,96,37,1,0,0,0,Women's Strawweight,U-DEC,3,5:00
The Ultimate Fighter: A Champion Will Be Crowned Finale,"December 12, 2014","Las Vegas, Nevada, USA",,Aisling Daly,Alex Chambers,0,0,16,12,1,1,1,0,Women's Strawweight,SUB,1,4:53
The Ultimate Fighter: A Champion Will Be Crowned Finale,"December 12, 2014","Las Vegas, Nevada, USA",,Angela Hill,Emily Kagan,1,0,107,41,0,2,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Jon Jones,Daniel Cormier,0,0,92,58,3,1,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Donald Cerrone,Myles Jury,0,0,37,15,1,1,2,0,Lightweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Brad Tavares,Nate Marquardt,0,0,50,30,1,0,0,0,Middleweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Kyoji Horiguchi,Louis Gaudinot,0,0,44,23,1,0,0,2,Flyweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Hector Lombard,Joshua Burkman,0,0,53,42,2,0,0,0,Welterweight,Overturned,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Paul Felder,Danny Castillo,1,0,33,21,0,0,0,0,Lightweight,KO/TKO,2,2:09
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Cody Garbrandt,Marcus Brimage,2,0,49,43,1,0,0,0,Bantamweight,KO/TKO,3,4:50
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Shawn Jordan,Jared Cannonier,1,0,12,10,0,0,0,0,Heavyweight,KO/TKO,1,2:57
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Evan Dunham,Rodrigo Damm,0,0,152,47,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Omari Akhmedov,Mats Nilsson,0,0,64,33,5,5,0,3,Welterweight,U-DEC,3,5:00
UFC 182: Jones vs Cormier,"January 03, 2015","Las Vegas, Nevada, USA",,Marion Reneau,Alexis Dufresne,0,0,85,28,0,0,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Conor McGregor,Dennis Siver,1,0,64,32,0,0,0,0,Featherweight,KO/TKO,2,1:54
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Donald Cerrone,Benson Henderson,0,0,57,86,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Uriah Hall,Ron Stallings,1,0,27,10,0,0,0,0,Middleweight,KO/TKO,1,3:37
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Gleison Tibau,Norman Parke,0,0,38,43,2,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Cathal Pendred,Sean Spencer,0,1,49,52,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Lorenz Larkin,John Howard,1,0,29,10,0,0,0,0,Welterweight,KO/TKO,1,2:17
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Chris Wade,Zhang Lipeng,0,0,47,28,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Paddy Holohan,Shane Howell,0,0,42,22,3,0,2,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Johnny Case,Frankie Perez,0,0,59,16,4,1,0,1,Lightweight,KO/TKO,3,1:54
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Charles Rosa,Sean Soriano,0,0,37,69,5,3,4,0,Featherweight,SUB,3,4:43
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Sean O'Connell,Matt Van Buren,1,0,66,100,0,0,0,0,Light Heavyweight,KO/TKO,3,2:11
UFC Fight Night: McGregor vs Siver,"January 18, 2015","Boston, Massachusetts, USA",,Joby Sanchez,Tateki Matsuda,1,0,58,55,2,0,1,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Benson Henderson,Brandon Thatch,0,0,57,44,3,2,1,0,Welterweight,SUB,4,3:58
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Max Holloway,Cole Miller,0,0,57,31,1,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Neil Magny,Kiichi Kunimoto,0,0,76,10,3,1,1,0,Welterweight,SUB,3,1:22
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Daniel Kelly,Patrick Walsh,0,0,61,50,0,1,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Kevin Lee,Michel Prazeres,0,0,62,33,4,3,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Ray Borg,Chris Kelades,0,0,19,4,5,0,4,0,Flyweight,SUB,3,2:56
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Efrain Escudero,Rodrigo de Lima,1,0,94,24,2,3,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Chas Skelly,Jim Alers,1,0,42,33,0,1,0,1,Featherweight,KO/TKO,2,4:59
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,Zach Makovsky,Tim Elliott,0,0,21,43,6,1,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Henderson vs Thatch,"February 14, 2015","Broomfield, Colorado, USA",,James Moontasri,Cody Pfister,0,0,32,12,0,0,1,0,Lightweight,SUB,2,1:49
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Junior Dos Santos,Stipe Miocic,1,0,123,89,1,1,0,0,Heavyweight,U-DEC,5,5:00
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Rafael Dos Anjos,Nate Diaz,0,0,77,13,2,0,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Alistair Overeem,Stefan Struve,0,0,17,2,1,0,0,0,Heavyweight,KO/TKO,1,4:13
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Matt Mitrione,Gabriel Gonzaga,1,0,12,6,0,0,0,0,Heavyweight,KO/TKO,1,1:59
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Joanna Jedrzejczyk,Claudia Gadelha,1,0,38,27,0,7,0,1,Women's Strawweight,S-DEC,3,5:00
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,John Moraga,Willie Gates,0,1,56,22,1,0,1,1,Flyweight,SUB,3,4:06
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Ben Saunders,Joe Riggs,0,0,4,2,0,1,0,0,Welterweight,SUB,1,0:57
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Drew Dober,Jamie Varner,0,0,5,4,0,0,1,0,Lightweight,SUB,1,1:52
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Bryan Barberena,Joe Ellenberger,1,0,63,24,0,3,0,0,Lightweight,KO/TKO,3,3:24
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,David Michaud,Garett Whiteley,0,0,77,75,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Henry Cejudo,Dustin Kimura,1,0,72,25,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC on FOX: Dos Santos vs Miocic,"December 13, 2014","Phoenix, Arizona, USA",,Ian Entwistle,Anthony Birchak,0,0,0,4,0,1,3,0,Bantamweight,SUB,1,1:04
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Lyoto Machida,CB Dollaway,1,0,12,0,0,0,0,0,Middleweight,KO/TKO,1,1:02
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Renan Barao,Mitch Gagnon,1,0,59,58,2,0,1,0,Bantamweight,SUB,3,3:53
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Patrick Cummins,Antonio Carlos Junior,0,0,62,12,4,1,0,1,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Rashid Magomedov,Elias Silverio,2,0,91,56,1,0,0,0,Lightweight,KO/TKO,3,4:57
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Erick Silva,Mike Rhodes,0,0,2,2,1,0,1,0,Welterweight,SUB,1,1:15
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Daniel Sarafian,Antonio Dos Santos,0,1,24,37,0,0,0,0,Middleweight,KO/TKO,2,1:01
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Marcos Rogerio de Lima,Igor Pokrajac,1,0,18,3,0,0,0,0,Light Heavyweight,KO/TKO,1,1:59
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Renato Moicano,Tom Niinimaki,0,0,48,33,1,0,1,0,Featherweight,SUB,2,3:30
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Hacran Dias,Darren Elkins,0,0,30,37,5,1,0,1,Featherweight,U-DEC,3,5:00
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Leandro Issa,Yuta Sasaki,0,0,25,8,2,1,1,1,Bantamweight,SUB,2,4:13
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Tim Means,Marcio Alexandre Junior,0,0,43,36,1,1,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Machida vs Dollaway,"December 20, 2014","Barueri, Sao Paulo, Brazil",,Vitor Miranda,Jake Collier,0,0,14,15,0,2,0,1,Middleweight,KO/TKO,1,4:59
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Ronda Rousey,Cat Zingano,0,0,0,0,0,0,1,0,Women's Bantamweight,SUB,1,0:14
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Holly Holm,Raquel Pennington,0,0,44,40,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Jake Ellenberger,Josh Koscheck,0,0,15,7,0,1,1,0,Welterweight,SUB,2,4:20
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Alan Jouban,Richard Walsh,0,0,12,10,0,0,0,0,Welterweight,KO/TKO,1,2:19
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Tony Ferguson,Gleison Tibau,0,0,11,2,1,0,2,0,Lightweight,SUB,1,2:37
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Roan Carneiro,Mark Munoz,0,0,1,0,0,0,1,0,Middleweight,SUB,1,1:40
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Roman Salazar,Norifumi Yamamoto,0,0,16,19,1,0,0,0,Bantamweight,CNC,2,2:37
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Tim Means,Dhiego Lima,2,0,23,7,0,0,0,0,Welterweight,KO/TKO,1,2:17
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Derrick Lewis,Ruan Potts,0,0,53,7,0,1,0,1,Heavyweight,KO/TKO,2,3:18
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Valmir Lazaro,James Krause,0,0,87,87,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC 184: Rousey vs Zingano,"February 28, 2015","Los Angeles, California, USA",,Masio Fullen,Alex Torres,0,0,41,37,1,2,0,0,Featherweight,S-DEC,3,5:00
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Anthony Johnson,Alexander Gustafsson,1,0,30,10,0,0,0,0,Light Heavyweight,KO/TKO,1,2:15
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Gegard Mousasi,Dan Henderson,1,0,4,4,0,0,0,0,Middleweight,KO/TKO,1,1:10
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Ryan Bader,Phil Davis,0,0,26,35,1,0,0,0,Light Heavyweight,S-DEC,3,5:00
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Sam Sicilia,Akira Corassani,1,0,10,10,0,0,0,0,Featherweight,KO/TKO,1,3:26
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Albert Tumenov,Nicholas Musoke,0,0,87,65,0,0,0,0,Welterweight,U-DEC,3,5:00
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Kenny Robertson,Sultan Aliev,1,0,14,8,0,0,0,0,Welterweight,KO/TKO,1,2:42
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Makwan Amirkhani,Andy Ogle,1,0,6,0,0,0,0,0,Featherweight,KO/TKO,1,0:08
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Nikita Krylov,Stanislav Nedkov,1,0,13,4,0,0,1,0,Light Heavyweight,SUB,1,1:24
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Mairbek Taisumov,Anthony Christodoulou,0,0,37,9,2,0,0,0,Lightweight,KO/TKO,2,0:38
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Mirsad Bektic,Paul Redmond,0,0,34,2,2,0,0,0,Featherweight,U-DEC,3,5:00
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Viktor Pesta,Konstantin Erokhin,0,0,35,17,4,0,0,0,Heavyweight,U-DEC,3,5:00
UFC on FOX: Gustafsson vs Johnson,"January 24, 2015","Stockholm, Sweden",,Neil Seery,Chris Beal,0,0,56,39,1,2,4,0,Flyweight,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Rafael Dos Anjos,Anthony Pettis,0,0,90,54,9,0,0,0,Lightweight,U-DEC,5,5:00
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Joanna Jedrzejczyk,Carla Esparza,0,0,53,4,0,1,0,0,Women's Strawweight,KO/TKO,2,4:17
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Johny Hendricks,Matt Brown,0,0,36,23,9,0,0,0,Welterweight,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Alistair Overeem,Roy Nelson,0,1,62,23,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Henry Cejudo,Chris Cariaso,0,0,50,22,6,0,1,0,Flyweight,U-DEC,3,5:00
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Ross Pearson,Sam Stout,1,0,25,23,0,0,0,0,Lightweight,KO/TKO,2,1:33
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Elias Theodorou,Roger Narvaez,0,0,39,16,2,0,0,0,Middleweight,KO/TKO,2,4:07
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Beneil Dariush,Daron Cruickshank,0,0,27,17,1,0,2,0,Lightweight,SUB,2,2:38
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Jared Rosholt,Josh Copeland,0,0,22,9,2,0,0,0,Heavyweight,KO/TKO,3,3:12
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Ryan Benoit,Sergio Pettis,1,0,28,39,1,1,0,0,Flyweight,KO/TKO,2,1:34
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Joe Duffy,Jake Lindsey,1,0,15,6,0,0,0,0,Lightweight,KO/TKO,1,1:47
UFC 185: Pettis vs Dos Anjos,"March 14, 2015","Dallas, Texas, USA",,Germaine de Randamie,Larissa Pacheco,0,0,29,8,0,0,0,0,Women's Bantamweight,KO/TKO,2,2:02
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Anderson Silva,Nick Diaz,0,0,108,77,0,0,0,0,Middleweight,Overturned,5,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Tyron Woodley,Kelvin Gastelum,0,0,27,32,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Al Iaquinta,Joe Lauzon,1,0,59,32,1,0,0,0,Lightweight,KO/TKO,2,3:34
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Thales Leites,Tim Boetsch,0,1,20,26,1,0,2,0,Middleweight,SUB,2,3:45
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Thiago Alves,Jordan Mein,1,0,23,37,0,0,0,0,Welterweight,KO/TKO,2,0:39
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Miesha Tate,Sara McMann,0,1,23,34,0,1,2,0,Women's Bantamweight,M-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Derek Brunson,Ed Herman,1,0,11,0,0,0,0,0,Middleweight,KO/TKO,1,0:36
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,John Lineker,Ian McCall,0,0,38,40,0,1,3,0,Flyweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Rafael Natal,Tom Watson,0,0,67,29,8,0,0,0,Middleweight,U-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Ildemar Alcantara,Richardson Moreira,0,0,21,15,0,0,0,0,Middleweight,S-DEC,3,5:00
UFC 183: Silva vs Diaz,"January 31, 2015","Las Vegas, Nevada, USA",,Thiago Santos,Andy Enz,1,0,20,1,0,0,0,0,Middleweight,KO/TKO,1,1:56
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Chad Mendes,Ricardo Lamas,2,0,27,8,0,0,0,0,Featherweight,KO/TKO,1,2:45
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Al Iaquinta,Jorge Masvidal,0,0,55,83,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Michael Chiesa,Mitch Clarke,0,0,59,65,4,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Julianna Pena,Milana Dudieva,0,0,37,0,1,1,0,0,Women's Bantamweight,KO/TKO,1,3:59
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Clay Guida,Robert Peralta,0,0,27,24,6,0,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Dustin Poirier,Diego Ferreira,2,0,24,20,0,0,0,0,Lightweight,KO/TKO,1,3:45
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Liz Carmouche,Lauren Murphy,0,0,38,46,2,2,0,0,Women's Bantamweight,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Alexander Yakovlev,Gray Maynard,1,0,31,21,2,2,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Timothy Johnson,Shamil Abdurakhimov,0,0,22,9,1,0,0,0,Heavyweight,KO/TKO,1,4:57
UFC Fight Night: Mendes vs Lamas,"April 04, 2015","Fairfax, Virginia, USA",,Ron Stallings,Justin Jones,0,0,50,23,0,2,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Demian Maia,Ryan LaFlare,0,0,36,25,5,0,2,0,Welterweight,U-DEC,5,5:00
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Erick Silva,Josh Koscheck,0,0,14,4,0,0,1,0,Welterweight,SUB,1,4:21
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Leonardo Santos,Anthony Rocco Martin,0,0,12,14,1,0,1,0,Lightweight,SUB,2,2:29
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Amanda Nunes,Shayna Baszler,1,0,15,1,0,0,0,0,Women's Bantamweight,KO/TKO,1,1:56
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Gilbert Burns,Alex Oliveira,0,0,17,29,2,0,2,0,Lightweight,SUB,3,4:14
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Godofredo Pepey,Andre Fili,0,0,1,1,0,0,1,0,Featherweight,SUB,1,3:14
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Frank Mir,Antonio Silva,1,0,10,1,0,0,0,0,Heavyweight,KO/TKO,1,1:40
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Michael Johnson,Edson Barboza,0,0,38,31,1,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Sam Alvey,Cezar Ferreira,1,0,4,13,0,0,0,0,Middleweight,KO/TKO,1,3:34
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Adriano Martins,Rustam Khabilov,0,0,12,18,3,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Frankie Saenz,Iuri Alcantara,0,0,44,31,3,2,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Santiago Ponzinibbio,Sean Strickland,0,0,50,44,1,2,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Francisco Trinaldo,Akbarh Arreola,0,0,39,34,3,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Edimilson Souza,Katsunori Kikuno,1,0,5,1,0,0,0,0,Featherweight,KO/TKO,1,1:31
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Leandro Silva,Drew Dober,0,0,25,22,2,0,1,0,Lightweight,Overturned,2,2:45
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Leonardo Mafra,Cain Carrizosa,0,1,94,44,5,0,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Christos Giagos,Jorge de Oliveira,0,0,18,0,1,0,1,0,Lightweight,SUB,1,3:12
UFC Fight Night: Maia vs LaFlare,"March 21, 2015","Rio de Janeiro, Brazil",,Fredy Serrano,Bentley Syler,1,0,20,15,2,0,0,0,Flyweight,KO/TKO,3,1:34
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Marion Reneau,Jessica Andrade,0,1,6,6,0,0,1,0,Women's Bantamweight,SUB,1,1:54
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Matt Dwyer,William Macario,1,0,13,8,0,0,0,0,Welterweight,KO/TKO,1,3:14
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Mike de la Torre,Tiago dos Santos e Silva,1,0,16,7,0,0,0,0,Featherweight,KO/TKO,1,2:59
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Douglas Silva de Andrade,Cody Gibson,1,0,39,30,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Bigfoot vs Mir,"February 22, 2015","Porto Alegre, Rio Grande do Sul, Brazil",,Ivan Jorge,Josh Shockley,0,0,25,22,3,0,1,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Mirko Filipovic,Gabriel Gonzaga,0,0,21,19,0,2,0,1,Heavyweight,KO/TKO,3,3:30
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Jimi Manuwa,Jan Blachowicz,0,0,43,44,0,0,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Pawel Pawlak,Sheldon Westcott,0,0,30,17,3,3,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Maryna Moroz,Joanne Wood,0,0,12,11,0,0,1,0,Women's Strawweight,SUB,1,1:30
UFC Fight Night: Gonzaga vs Cro Cop 2,"April 11, 2015","Krakow, Poland",,Leon Edwards,Seth Baczynski,1,0,3,0,0,0,0,0,Welterweight,KO/TKO,1,0:08
