,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes 1,Sig Str % 1,Sig Strikes Opp 1,Sig Str % Opp 1,Strikes 1,Str % 1,Strikes Opp 1,Str % Opp 1,TD 1,TD % 1,TD Opp 1,TD % Opp 1,KD Total 1,KD Total Opp 1,DEC 1,KO 1,SUB 1,DEC Opp 1,KO Opp 1,SUB Opp 1,CTRL Total 1,CTRL Total Opp 1,Time Total 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes 2,Sig Str % 2,Sig Strikes Opp 2,Sig Str % Opp 2,Strikes 2,Str % 2,Strikes Opp 2,Str % Opp 2,TD 2,TD % 2,TD Opp 2,TD % Opp 2,KD Total 2,KD Total Opp 2,DEC 2,KO 2,SUB 2,DEC Opp 2,KO Opp 2,SUB Opp 2,CTRL Total 2,CTRL Total Opp 2,Time Total 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2
3178,UFC 92: The Ultimate 2008,2008-12-27 00:00:00,"Las Vegas, Nevada, USA",win,Antoni Hardonk,Mike Wessel,Heavyweight,Orthodox,7,4,1976,3,2,5,60,90,40.723981900452486,62,22.382671480144403,122,40.802675585284284,169,43.669250645994836,0,0.0,7,63.63636363636363,3,2,0,3,0,1,0,1,49,1328,1744,2,4,0,32,11.0,63.63636363636363,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,22.0,68.18181818181817,-4,0,31,Orthodox,1977
3179,UFC 104: Machida vs Shogun,2009-10-24 00:00:00,"Los Angeles, California, USA",,Antoni Hardonk,Pat Barry,Heavyweight,Orthodox,8,5,1976,4,3,7,57,145,32.36607142857143,128,23.18840579710145,187,39.95726495726496,294,43.946188340807176,0,0.0,12,60.0,3,2,0,4,0,1,1,1,145,1865,2622,-1,5,4,33,13.0,61.53846153846154,1,1,2,50,9,24.324324324324326,0,0.0,9,18.75,2,6.0606060606060606,0,0.0,1,50.0,0,0,0,1,0,0,0,1,39,82,258,-1,4,1,5.0,80.0,-5,-4,30,Orthodox,1979
3180,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08 00:00:00,"Las Vegas, Nevada, USA",win,Roman Mitichyan,Dorian Price,Welterweight,Orthodox,7,2,1978,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,29,9.0,77.77777777777779,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12.0,66.66666666666666,5,0,30,Southpaw,1977
3181,UFC 81: Breaking Point,2008-02-02 00:00:00,"Las Vegas, Nevada, USA",win,Rob Emerson,Keita Nakamura,Lightweight,Orthodox,15,9,1981,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,27,24.0,62.5,0,2,2,0,48,20.33898305084746,101,32.7922077922078,124,35.02824858757062,174,31.693989071038253,2,66.66666666666666,7,28.000000000000004,0,0,0,0,0,2,0,0,182,1006,1800,-2,30,5,35.0,85.71428571428571,2,3,24,Southpaw,1984
3182,UFC 87: Seek And Destroy,2008-08-09 00:00:00,"Minneapolis, Minnesota, USA",win,Rob Emerson,Manvel Gamburyan,Lightweight,Orthodox,16,9,1981,1,0,1,100,81,38.20754716981132,57,29.84293193717277,89,20.60185185185185,66,16.751269035532996,0,0.0,4,100.0,0,1,1,0,0,0,0,0,0,88,900,1,4,3,27,25.0,64.0,2,1,3,66,22,21.568627450980394,6,7.5,41,37.96296296296296,66,77.64705882352942,3,25.0,0,0.0,0,0,0,0,2,0,0,1,328,110,512,2,11,3,14.0,78.57142857142857,-4,-3,27,Orthodox,1981
3183,UFC 103: Franklin vs Belfort,2009-09-19 00:00:00,"Dallas, Texas, USA",,Rob Emerson,Rafael Dos Anjos,Lightweight,Orthodox,17,10,1981,2,1,3,66,105,20.388349514563107,73,15.938864628820962,116,19.495798319327733,93,17.647058823529413,2,40.0,5,55.55555555555556,1,1,1,1,0,0,0,1,63,177,1406,-1,1,0,28,27.0,62.96296296296296,0,2,2,0,35,17.5,91,28.526645768025077,66,19.584569732937684,134,23.75886524822695,4,57.14285714285714,1,25.0,0,1,0,0,0,1,1,0,314,313,1539,-2,11,4,15.0,73.33333333333333,-1,0,25,Southpaw,1984
3184,UFC 109: Relentless,2010-02-06 00:00:00,"Las Vegas, Nevada, USA",win,Rob Emerson,Phillipe Nover,Lightweight,Orthodox,17,11,1981,2,2,4,50,132,17.209908735332462,125,18.063583815028903,150,15.822784810126583,178,19.932810750279955,2,33.33333333333333,7,33.33333333333333,1,1,1,1,0,1,0,1,83,435,2306,-2,0,-2,29,28.0,60.71428571428571,0,2,2,0,23,11.616161616161616,34,21.25,98,46.889952153110045,88,51.461988304093566,0,0.0,8,88.88888888888889,0,0,0,0,0,1,1,0,76,569,963,-2,10,4,14.0,71.42857142857143,0,2,26,Orthodox,1984
3185,UFC Fight Night: Florian vs Gomi,2010-03-31 00:00:00,"Charlotte, North Carolina, USA",,Rob Emerson,Nik Lentz,Lightweight,Orthodox,18,11,1981,3,2,5,60,158,15.784215784215785,144,15.3028692879915,190,17.723880597014926,214,21.25124131082423,9,52.94117647058824,7,31.818181818181817,1,1,2,1,0,1,0,1,631,516,3206,1,1,2,29,29.0,62.06896551724138,1,1,2,50,138,25.60296846011132,84,18.91891891891892,219,28.44155844155844,164,26.973684210526315,8,44.44444444444444,5,38.46153846153847,0,0,1,0,0,1,0,0,311,446,1800,-1,17,3,20.0,85.0,-1,-2,26,Orthodox,1984
3186,UFC 79: Nemesis,2007-12-29 00:00:00,"Las Vegas, Nevada, USA",win,Mark Bocek,Doug Evans,Lightweight,Orthodox,4,1,1981,0,1,1,0,6,15.789473684210526,31,57.407407407407405,11,13.580246913580247,53,40.76923076923077,0,0.0,0,0.0,0,0,0,0,0,0,1,0,0,139,295,-1,-1,0,26,5.0,80.0,0,1,1,0,20,39.21568627450981,34,43.58974358974359,36,29.268292682926827,60,32.432432432432435,4,80.0,0,0.0,0,0,0,0,0,0,1,0,172,183,510,-1,13,9,22.0,59.09090909090909,1,0,27,Orthodox,1980
3187,UFC 83: Serra vs St-Pierre 2,2008-04-19 00:00:00,"Montreal, Quebec, Canada",,Mark Bocek,Mac Danzig,Lightweight,Orthodox,5,1,1981,1,1,2,50,32,23.021582733812952,53,27.040816326530614,98,36.56716417910448,105,35.83617747440273,7,31.818181818181817,1,100.0,0,0,1,0,0,0,1,0,638,191,1195,1,0,5,27,6.0,83.33333333333334,1,0,1,100,10,71.42857142857143,4,57.14285714285714,36,65.45454545454545,5,33.33333333333333,1,50.0,0,0.0,0,0,0,0,1,0,0,0,74,28,121,1,17,4,21.0,80.95238095238095,0,-5,28,Orthodox,1980
3188,UFC 91: Couture vs Lesnar,2008-11-15 00:00:00,"Las Vegas, Nevada, USA",win,Mark Bocek,Alvin Robinson,Lightweight,Orthodox,5,2,1981,1,2,3,33,54,15.65217391304348,99,25.984251968503933,125,29.274004683840747,253,44.30823117338004,10,32.25806451612903,2,100.0,0,1,1,0,0,0,1,1,931,478,2023,-1,-1,7,27,7.0,71.42857142857143,1,2,3,33,52,13.903743315508022,26,15.757575757575756,206,53.92670157068062,109,55.8974358974359,3,60.0,5,71.42857142857143,0,0,1,0,0,0,1,1,617,663,1389,-1,15,8,23.0,65.21739130434783,1,-7,26,Southpaw,1982
3189,UFC 97: Redemption,2009-04-18 00:00:00,"Montreal, Quebec, Canada",win,Mark Bocek,David Bielkheden,Lightweight,Orthodox,6,2,1981,2,2,4,50,75,15.92356687898089,104,17.77777777777778,243,39.00481540930979,294,46.08150470219436,11,34.375,2,66.66666666666666,0,1,1,0,1,0,1,1,1630,532,2819,1,-2,4,28,8.0,75.0,1,1,2,50,37,56.92307692307692,36,24.0,97,57.396449704142015,107,48.1981981981982,7,63.63636363636363,2,100.0,0,0,1,0,0,0,1,0,594,464,1183,1,24,11,35.0,68.57142857142857,2,-4,30,Orthodox,1979
3190,The Ultimate Fighter: Heavyweights Finale,2009-12-05 00:00:00,"Las Vegas, Nevada, USA",win,Mark Bocek,Joe Brammer,Lightweight,Orthodox,7,2,1981,3,2,5,60,95,14.264264264264265,108,16.796267496111973,288,39.23705722070845,299,46.070878274268104,12,35.294117647058826,2,66.66666666666666,0,1,1,0,2,0,1,1,1870,554,3116,2,0,0,28,9.0,77.77777777777779,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,8.0,87.5,0,0,26,Orthodox,1983
3191,UFC 129: St-Pierre vs Shields,2011-04-30 00:00:00,"Toronto, Ontario, Canada",,Mark Bocek,Benson Henderson,Lightweight,Orthodox,9,3,1981,5,3,8,62,127,13.804347826086957,134,15.80188679245283,379,39.769150052465896,346,40.65804935370153,19,42.22222222222222,3,60.0,0,1,1,0,4,1,1,1,2702,688,4385,1,-1,5,30,12.0,75.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17.0,76.47058823529412,1,-5,28,Southpaw,1983
3192,UFC 140: Jones vs Machida,2011-12-10 00:00:00,"Toronto, Ontario, Canada",win,Mark Bocek,Nik Lentz,Lightweight,Orthodox,9,4,1981,5,4,9,55,183,16.96014828544949,145,16.38418079096045,493,38.849487785658,382,40.33790918690602,22,44.89795918367347,7,43.75,0,1,1,0,4,2,1,1,3034,955,5285,-1,0,7,30,13.0,69.23076923076923,5,1,6,83,259,20.65390749601276,238,19.572368421052634,424,32.07261724659607,471,35.41353383458647,20,52.63157894736842,20,35.714285714285715,2,0,4,0,1,1,0,0,1052,1979,5244,4,21,3,24.0,87.5,0,-7,27,Orthodox,1984
3193,UFC 145: Jones vs Evans,2012-04-21 00:00:00,"Atlanta, Georgia, USA",win,Mark Bocek,John Alessio,Lightweight,Orthodox,10,4,1981,6,4,10,60,229,16.912850812407683,155,15.848670756646216,595,39.74615898463594,505,44.96883348174532,27,48.214285714285715,7,43.75,0,1,2,0,4,2,1,1,3735,1000,6185,1,-2,3,31,14.0,71.42857142857143,0,3,3,0,31,14.485981308411214,81,22.070844686648503,50,16.611295681063122,153,28.8135593220339,2,20.0,3,16.666666666666664,0,0,0,0,0,2,0,1,251,641,2203,-3,35,15,50.0,70.0,2,-3,33,Orthodox,1979
3194,UFC 154: St-Pierre vs Condit,2012-11-17 00:00:00,"Montreal, Quebec, Canada",,Mark Bocek,Rafael Dos Anjos,Lightweight,Orthodox,11,4,1981,7,4,11,63,303,18.890274314214466,188,15.537190082644628,712,40.523619806488334,587,43.48148148148148,32,47.76119402985074,7,43.75,0,1,3,0,4,2,1,1,4319,1012,7085,2,0,5,31,15.0,73.33333333333333,6,4,10,60,236,15.235635894125243,275,15.660592255125286,410,24.743512371756186,396,21.428571428571427,18,32.142857142857146,7,36.84210526315789,1,2,3,1,2,2,1,1,1770,1071,6579,2,17,6,23.0,73.91304347826086,0,-5,28,Southpaw,1984
3195,UFC Fight Night: Bisping vs Kennedy,2014-04-16 00:00:00,"Quebec City, Quebec, Canada",win,Mark Bocek,Mike de la Torre,Lightweight,Orthodox,11,5,1981,7,5,12,58,357,18.878900052882074,207,14.691270404542228,802,38.87542413960252,620,41.83535762483131,36,50.0,7,25.925925925925924,0,1,3,0,4,3,1,1,4568,1234,7985,-1,-3,4,33,16.0,68.75,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15.0,80.0,3,-4,28,Orthodox,1986
3196,UFC 77: Hostile Territory,2007-10-20 00:00:00,"Cincinnati, Ohio, USA",win,Matt Grice,Jason Black,Lightweight,Orthodox,13,1,1981,0,1,1,0,26,68.42105263157895,5,55.55555555555556,45,45.91836734693878,16,55.172413793103445,1,100.0,0,0.0,0,0,0,0,0,0,0,1,227,29,288,-1,0,0,26,14.0,92.85714285714286,0,1,1,0,0,0.0,11,61.111111111111114,16,66.66666666666666,52,63.41463414634146,0,0.0,2,50.0,0,0,0,0,0,0,0,1,88,305,469,-1,23,3,26.0,88.46153846153845,0,0,35,Orthodox,1972
3197,UFC Fight Night: Lauzon vs Stephens,2009-02-07 00:00:00,"Tampa, Florida, USA",,Matt Grice,Matt Veach,Lightweight,Orthodox,14,1,1981,1,1,2,50,70,40.93567251461988,15,30.612244897959183,177,51.90615835777126,59,56.19047619047619,4,100.0,0,0.0,1,0,1,0,0,0,0,1,991,65,1188,1,-3,0,28,15.0,93.33333333333333,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,19.0,84.21052631578947,3,0,28,Orthodox,1981
3198,UFC 100,2009-07-11 00:00:00,"Las Vegas, Nevada, USA",,Matt Grice,Shannon Gugerty,Lightweight,Orthodox,14,2,1981,1,2,3,33,99,25.449871465295633,27,20.149253731343283,228,49.457700650759215,81,46.55172413793103,4,100.0,1,25.0,2,1,1,0,0,0,1,1,1092,149,1462,-1,-2,-1,28,16.0,87.5,1,1,2,50,31,40.25974025974026,31,46.26865671641791,70,46.666666666666664,78,46.42857142857143,3,21.428571428571427,0,0.0,0,1,0,0,1,0,0,1,569,168,1049,-1,14,5,19.0,73.68421052631578,2,1,28,Orthodox,1981
3199,UFC Live: Kongo vs Barry,2011-06-26 00:00:00,"Pittsburgh, Pennsylvania, USA",,Matt Grice,Ricardo Lamas,Featherweight,Orthodox,14,3,1981,1,3,4,25,103,21.961620469083158,28,15.217391304347828,235,48.95833333333333,88,43.13725490196079,4,100.0,2,40.0,2,1,1,0,0,0,1,2,1128,222,1618,-2,0,-1,30,17.0,82.35294117647058,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11.0,81.81818181818183,0,1,29,Orthodox,1982
3200,UFC 157: Rousey vs Carmouche,2013-02-23 00:00:00,"Anaheim, California, USA",,Matt Grice,Dennis Bermudez,Featherweight,Orthodox,15,4,1981,2,4,6,33,111,17.874396135265698,105,27.559055118110237,283,39.19667590027701,240,41.73913043478261,4,80.0,7,46.666666666666664,2,2,2,0,0,0,2,2,1128,910,2799,1,2,4,32,19.0,78.94736842105263,2,1,3,66,82,18.636363636363637,52,19.923371647509576,161,34.11016949152542,88,30.136986301369863,10,83.33333333333334,1,16.666666666666664,1,2,1,0,1,0,0,1,968,63,1474,2,9,3,12.0,75.0,-2,-4,27,Orthodox,1986
3201,UFC 89: Bisping vs Leben,2008-10-18 00:00:00,"Birmingham, England, United Kingdom",win,Shane Carwin,Neil Wain,Heavyweight,Orthodox,9,0,1975,1,0,1,100,5,35.714285714285715,2,18.181818181818183,5,17.857142857142858,2,9.090909090909092,0,0.0,0,0.0,1,0,0,1,0,0,0,0,0,0,44,1,4,0,33,9.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,16.0,81.25,-4,0,0,Orthodox,--
3202,UFC 131: Dos Santos vs Carwin,2011-06-11 00:00:00,"Vancouver, British Columbia, Canada",,Shane Carwin,Junior Dos Santos,Heavyweight,Orthodox,12,1,1975,4,1,5,80,65,31.100478468899524,68,29.955947136563875,96,29.906542056074763,119,45.07575757575758,1,50.0,2,28.57142857142857,3,1,0,4,0,0,0,1,230,336,871,-1,-2,3,36,13.0,92.3076923076923,6,0,6,100,163,26.038338658146966,170,36.17021276595745,179,24.621733149931224,180,23.653088042049937,0,0.0,2,50.0,5,1,1,5,0,0,0,0,163,44,2115,6,12,1,13.0,92.3076923076923,2,-3,27,Orthodox,1984
3203,UFC 84: Ill Will,2008-05-24 00:00:00,"Las Vegas, Nevada, USA",win,Yoshiyuki Yoshida,War Machine,Welterweight,Southpaw,16,6,1974,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22.0,72.72727272727273,1,0,1,100,29,60.416666666666664,40,57.14285714285714,127,62.254901960784316,78,43.0939226519337,1,50.0,2,50.0,0,1,0,1,0,0,0,0,434,223,721,1,14,4,18.0,77.77777777777779,0,0,27,Orthodox,1981
3204,UFC 98: Evans vs Machida,2009-05-23 00:00:00,"Las Vegas, Nevada, USA",win,Yoshiyuki Yoshida,Brandon Wolff,Welterweight,Southpaw,17,7,1974,1,1,2,50,7,30.434782608695656,7,33.33333333333333,7,17.5,8,21.62162162162162,1,100.0,0,0.0,0,1,0,0,1,0,1,0,38,0,191,-1,2,0,35,24.0,70.83333333333334,0,1,1,0,0,0.0,42,82.35294117647058,4,66.66666666666666,49,44.95412844036697,0,0.0,0,0.0,0,1,0,0,0,0,1,0,6,48,109,-1,7,4,11.0,63.63636363636363,-2,0,34,Orthodox,1975
3205,UFC 113: Machida vs Shogun 2,2010-05-08 00:00:00,"Montreal, Quebec, Canada",,Yoshiyuki Yoshida,Mike Guymon,Welterweight,Southpaw,18,8,1974,2,2,4,50,11,20.754716981132077,19,27.536231884057973,11,20.37037037037037,22,24.719101123595504,1,100.0,0,0.0,0,2,0,0,2,0,2,0,105,32,376,-1,-1,-4,36,26.0,69.23076923076923,0,1,1,0,6,33.33333333333333,8,42.10526315789473,14,31.818181818181817,23,43.39622641509434,0,0.0,2,66.66666666666666,0,0,0,0,0,0,0,1,8,170,267,-1,14,4,18.0,77.77777777777779,1,4,36,Orthodox,1974
3206,UFC 84: Ill Will,2008-05-24 00:00:00,"Las Vegas, Nevada, USA",win,Dong Hyun Kim,Jason Tan,Welterweight,Southpaw,9,0,1981,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,27,9.0,100.0,0,1,1,0,6,46.15384615384615,9,64.28571428571429,6,23.076923076923077,9,32.142857142857146,0,0.0,0,0.0,0,1,0,0,0,0,1,0,0,3,75,-1,5,2,7.0,71.42857142857143,-4,0,27,Orthodox,1981
3207,UFC 88: Breakthrough,2008-09-06 00:00:00,"Atlanta, Georgia, USA",win,Dong Hyun Kim,Matt Brown,Welterweight,Southpaw,10,0,1981,1,0,1,100,77,83.69565217391305,2,14.285714285714285,159,59.55056179775281,20,43.47826086956522,3,100.0,0,0.0,0,0,0,1,0,0,0,0,450,109,625,1,2,1,27,10.0,100.0,1,0,1,100,32,49.23076923076923,26,40.625,53,33.125,34,24.285714285714285,0,0.0,2,33.33333333333333,0,0,0,1,0,0,0,0,208,108,520,1,10,6,16.0,62.5,-2,-1,27,Orthodox,1981
3208,UFC 100,2009-07-11 00:00:00,"Las Vegas, Nevada, USA",win,Dong Hyun Kim,TJ Grant,Welterweight,Southpaw,11,0,1981,2,0,2,100,89,30.16949152542373,50,40.0,177,53.47432024169184,111,44.223107569721115,6,35.294117647058826,1,12.5,0,0,1,1,0,0,0,0,754,417,1525,2,4,4,28,11.0,100.0,1,0,1,100,34,44.73684210526316,31,41.333333333333336,98,43.55555555555555,53,30.113636363636363,3,75.0,2,100.0,0,0,1,0,0,0,0,0,203,549,900,1,14,2,16.0,87.5,-4,-4,25,Orthodox,1984
3209,UFC 114: Rampage vs Evans,2010-05-29 00:00:00,"Las Vegas, Nevada, USA",win,Dong Hyun Kim,Amir Sadollah,Welterweight,Southpaw,12,0,1981,3,0,3,100,118,30.256410256410255,72,24.40677966101695,259,51.08481262327417,144,40.909090909090914,10,45.45454545454545,2,15.384615384615385,0,0,2,1,0,0,0,0,1379,556,2425,3,4,1,29,12.0,100.0,3,1,4,75,225,34.56221198156682,101,18.100358422939067,249,30.29197080291971,188,25.474254742547426,2,66.66666666666666,2,33.33333333333333,0,1,2,0,1,0,1,0,631,419,2011,2,3,1,4.0,75.0,-4,-1,30,Orthodox,1980
3210,UFC 132: Cruz vs Faber,2011-07-02 00:00:00,"Las Vegas, Nevada, USA",,Dong Hyun Kim,Carlos Condit,Welterweight,Southpaw,14,0,1981,5,0,5,100,164,24.011713030746705,121,24.39516129032258,365,44.457978075517666,223,39.679715302491104,11,47.82608695652174,11,39.285714285714285,0,0,4,1,0,0,0,0,1505,1797,4225,5,0,1,30,14.0,100.0,3,1,4,75,143,14.681724845995895,109,21.16504854368932,397,39.11330049261083,173,30.139372822299652,4,50.0,11,64.70588235294117,0,3,1,2,0,1,0,0,675,1105,2960,3,26,5,31.0,83.87096774193549,0,-1,27,Orthodox,1984
3211,UFC 141: Lesnar vs Overeem,2011-12-30 00:00:00,"Las Vegas, Nevada, USA",win,Dong Hyun Kim,Sean Pierson,Welterweight,Southpaw,14,1,1981,5,1,6,83,165,19.951632406287786,129,22.126929674099486,366,43.937575030012006,232,38.34710743801653,12,50.0,11,39.285714285714285,0,1,4,1,0,0,1,0,1519,1806,4403,-1,2,0,30,15.0,93.33333333333333,1,1,2,50,38,7.063197026022305,121,21.340388007054674,44,7.971014492753622,157,26.791808873720136,0,0.0,2,50.0,0,2,1,0,0,0,1,0,44,230,1062,-1,11,5,16.0,68.75,-2,0,35,Southpaw,1976
3212,UFC 148: Silva vs Sonnen 2,2012-07-07 00:00:00,"Las Vegas, Nevada, USA",,Dong Hyun Kim,Demian Maia,Welterweight,Southpaw,15,1,1981,6,1,7,85,218,22.77951933124347,161,22.176308539944902,427,39.13840513290559,286,32.83582089552239,14,50.0,11,36.666666666666664,1,1,5,1,0,0,1,0,1647,1935,5303,1,1,4,31,16.0,93.75,9,4,13,69,258,16.236626809314032,283,19.762569832402235,610,34.521788341822294,464,28.819875776397513,24,33.80281690140845,9,29.03225806451613,0,2,4,0,5,3,1,0,2499,1659,8582,-1,15,4,19.0,78.94736842105263,-1,-4,35,Southpaw,1977
3213,UFC Macao: Franklin vs Le,2012-11-10 00:00:00,"Macau, China",win,Dong Hyun Kim,Paulo Thiago,Welterweight,Southpaw,15,2,1981,6,2,8,75,219,20.054945054945055,169,19.226393629124004,430,39.26940639269406,294,33.14543404735062,15,48.38709677419355,11,36.666666666666664,1,1,5,1,0,0,2,0,1688,1935,5350,-1,3,2,31,17.0,88.23529411764706,4,4,8,50,137,17.979002624671917,130,11.294526498696786,213,27.806788511749346,390,33.82480485689506,10,55.55555555555556,9,34.61538461538461,5,0,2,1,1,3,1,0,1268,1820,5165,-1,17,5,22.0,77.27272727272727,-3,-2,31,Orthodox,1981
3214,UFC on FUEL TV: Silva vs. Stann,2013-03-02 00:00:00,"Saitama, Japan",win,Dong Hyun Kim,Siyar Bahadurzada,Welterweight,Southpaw,16,2,1981,7,2,9,77,241,21.233480176211454,171,19.063545150501675,506,40.839386602098465,298,32.78327832783278,18,48.64864864864865,11,36.666666666666664,1,1,6,1,0,0,2,0,2420,1952,6250,1,3,3,32,18.0,88.88888888888889,1,0,1,100,0,0.0,3,75.0,0,0.0,3,37.5,0,0.0,0,0.0,0,1,0,1,0,0,0,0,0,2,42,1,21,4,25.0,84.0,-3,-3,29,Orthodox,1984
3215,UFC Fight Night: Maia vs Shields,2013-10-09 00:00:00,"Barueri, Sao Paulo, Brazil",win,Dong Hyun Kim,Erick Silva,Welterweight,Southpaw,17,2,1981,8,2,10,80,264,20.35466461063994,176,18.863879957127548,688,45.3227931488801,323,33.02658486707566,21,48.837209302325576,11,36.666666666666664,1,1,7,1,0,0,2,0,3094,1954,7150,2,2,2,32,19.0,89.47368421052632,3,2,5,60,33,27.27272727272727,97,21.460176991150444,41,33.60655737704918,206,44.97816593886463,2,40.0,7,41.17647058823529,1,0,0,1,2,1,0,0,233,665,1313,1,15,3,18.0,83.33333333333334,-2,-2,29,Orthodox,1984
3216,UFC Fight Night: Kim vs Hathaway,2014-03-01 00:00:00,"Macau, China",win,Dong Hyun Kim,John Hathaway,Welterweight,Southpaw,18,2,1981,9,2,11,81,292,18.50443599493029,187,18.533201189296335,719,43.81474710542352,353,33.33333333333333,21,48.837209302325576,12,35.294117647058826,1,2,7,2,0,0,2,0,3116,2194,7631,3,1,1,33,20.0,90.0,7,1,8,87,351,16.175115207373274,222,16.383763837638377,984,40.9829237817576,457,32.29681978798587,26,44.06779661016949,9,42.857142857142854,1,1,6,1,0,1,0,0,2828,1193,6576,3,17,1,18.0,94.44444444444444,-1,-1,27,Orthodox,1987
3217,UFC Fight Night: Bisping vs Le,2014-08-23 00:00:00,"Macau, China",,Dong Hyun Kim,Tyron Woodley,Welterweight,Southpaw,19,2,1981,10,2,12,83,319,18.524970963995354,214,18.5121107266436,761,41.859185918591855,405,31.566640685892438,22,47.82608695652174,13,32.5,3,2,7,3,0,0,2,0,3248,2419,8293,4,5,2,33,21.0,90.47619047619048,3,2,5,60,119,23.37917485265226,167,20.79701120797011,209,34.660033167495854,310,30.845771144278604,0,0.0,4,17.391304347826086,1,3,0,3,0,2,0,0,282,705,2534,-1,13,2,15.0,86.66666666666667,-5,-2,32,Orthodox,1982
3218,UFC Fight Night: Henderson vs Masvidal,2015-11-28 00:00:00,"Seoul, South Korea",win,Dong Hyun Kim,Dominic Waters,Welterweight,Southpaw,20,3,1981,11,3,14,78,351,18.60095389507154,247,18.201915991156962,915,44.590643274853804,439,31.290092658588737,23,42.592592592592595,13,30.952380952380953,3,3,7,3,1,0,3,0,3712,2547,9087,1,1,-3,34,23.0,86.95652173913044,0,1,1,0,13,24.528301886792452,54,56.25,32,25.6,103,42.738589211618255,5,100.0,2,100.0,0,0,0,0,0,1,0,0,325,363,900,-1,9,3,12.0,75.0,-1,3,26,Orthodox,1989
3219,UFC 207: Nunes vs. Rousey,2016-12-30 00:00:00,"Las Vegas, Nevada, USA",win,Dong Hyun Kim,Tarec Saffiedine,Welterweight,Southpaw,21,3,1981,12,3,15,80,357,17.33009708737864,247,17.60513186029936,1006,46.68213457076566,439,31.290092658588737,24,42.857142857142854,13,30.952380952380953,3,3,7,4,1,0,3,0,3832,2600,9278,2,4,6,35,24.0,87.5,2,2,4,50,274,24.931756141947226,231,21.75141242937853,363,29.063250600480384,260,22.64808362369338,1,10.0,1,12.5,3,1,2,0,0,1,1,0,855,130,3988,-1,16,5,21.0,76.19047619047619,-4,-6,30,Switch,1986
3220,UFC Fight Night: Holm vs. Correia,2017-06-17 00:00:00,"Kallang, Singapore",,Dong Hyun Kim,Colby Covington,Welterweight,Southpaw,22,3,1981,13,3,16,81,393,17.374005305039788,299,19.82758620689655,1070,44.583333333333336,507,31.104294478527606,27,42.1875,15,31.25,3,3,8,4,1,0,3,0,4149,2685,10178,3,3,4,36,25.0,88.0,6,1,7,85,120,16.506189821182943,167,20.39072039072039,399,44.38264738598443,429,43.50912778904665,12,60.0,21,51.21951219512195,1,0,2,2,2,0,0,1,1266,1971,4374,3,11,1,12.0,91.66666666666666,-3,-4,29,Orthodox,1988
