,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2
438,0,UFC Fight Night: Sanchez vs Riggs,Dec 2006,"San Diego, California, USA",Shonie Carter,Marcus Davis,Welterweight,Southpaw,51,30,3.0,2.0,5.0,60.0,17.2,18.695652173913043,11.4,14.1439205955335,49.4,53.69565217391305,0.0,0.0,0.6,16.666666666666664,0.0,0.0,0.4,0.6,0.4,0.2,0.0,0.0,0.4,0.0,186.6,152.6,542.0,-2.0,0.0,0.0,34.0,81.0,62.96296296296296,1.0,1.0,2.0,50.0,18.0,23.841059602649008,12.0,24.489795918367346,20.0,30.075187969924812,0.0,0.0,1.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,94.5,108.0,386.5,1.0,14,6,20.0,70.0,0.0,0.0,33.0,Southpaw
439,0,UFC 25: Ultimate Japan 3,Apr 2000,"Tokyo, Japan",Joe Slick,Ikuhisa Minowa,Middleweight,Orthodox,16,4,1.0,0.0,1.0,100.0,2.0,100.0,1.0,100.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33.0,9.0,88.0,1.0,3.0,0.0,23.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,42,101.0,58.415841584158414,-3.0,0.0,24.0,Orthodox
440,0,UFC 23: Ultimate Japan 2,Nov 1999,"Chiba, Japan",Masutatsu Yano,Katsuhisa Fujii,Open Weight,Orthodox,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,24.0,5.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,17,25.0,32.0,3.0,0.0,27.0,Orthodox
441,1,UFC 21: Return of the Champions,Jul 1999,"Cedar Rapids, Iowa, USA",Eugene Jackson,Royce Alger,Middleweight,Orthodox,12,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,33.0,17.0,70.58823529411765,0.0,1.0,1.0,0.0,3.0,50.0,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,96.0,-1.0,3,1,4.0,75.0,2.0,0.0,0.0,Orthodox
442,0,UFC 23: Ultimate Japan 2,Nov 1999,"Chiba, Japan",Keiichiro Yamamiya,Eugene Jackson,Middleweight,Southpaw,45,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,79.0,56.9620253164557,1.0,0.0,1.0,100.0,21.0,45.65217391304348,11.0,42.30769230769231,12.0,22.641509433962263,0.0,0.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,154.0,379.0,1.0,13,5,18.0,72.22222222222221,-3.0,0.0,33.0,Orthodox
443,1,UFC 25: Ultimate Japan 3,Apr 2000,"Tokyo, Japan",Sanae Kikuta,Eugene Jackson,Middleweight,Orthodox,30,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,39.0,76.92307692307693,2.0,0.0,2.0,100.0,21.5,21.182266009852217,12.5,22.52252252252252,15.0,17.341040462427745,0.0,0.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,88.0,102.5,585.5,2.0,14,5,19.0,73.68421052631578,-1.0,0.0,34.0,Orthodox
444,0,UFC 27: Ultimate Bad Boyz,Sep 2000,"New Orleans, Louisiana, USA",Eugene Jackson,Jeremy Horn,Middleweight,Orthodox,14,6,2.0,1.0,3.0,66.66666666666666,15.666666666666666,13.864306784660767,11.0,17.46031746031746,16.666666666666668,22.52252252252252,0.0,0.0,1.3333333333333333,40.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,58.666666666666664,140.66666666666666,483.0,-1.0,-5.0,0.0,34.0,20.0,70.0,3.0,2.0,5.0,60.0,12.6,23.59550561797753,8.4,12.76595744680851,41.0,59.42028985507246,0.0,0.0,0.4,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.4,35.8,15.8,344.8,3.0,88,17,105.0,83.80952380952381,5.0,0.0,25.0,Orthodox
445,1,UFC 33: Victory in Vegas,Sep 2001,"Las Vegas, Nevada, USA",Ricardo Almeida,Eugene Jackson,Middleweight,Orthodox,7,1,0.0,1.0,1.0,0.0,9.0,50.0,22.0,44.89795918367347,118.0,58.415841584158414,0.0,0.0,5.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734.0,861.0,-1.0,4.0,0.0,25.0,8.0,87.5,2.0,2.0,4.0,50.0,12.25,12.860892388451443,8.75,15.350877192982455,18.25,28.404669260700388,0.0,0.0,1.25,41.66666666666667,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,44.0,159.25,430.25,-2.0,14,7,21.0,66.66666666666666,-4.0,0.0,35.0,Orthodox
446,1,UFC 35: Throwdown,Jan 2002,"Uncasville, Connecticut, USA",Eugene Jackson,Keith Rockel,Middleweight,Orthodox,14,8,2.0,3.0,5.0,40.0,10.0,12.40694789081886,7.8,14.942528735632186,17.8,32.014388489208635,0.0,0.0,1.2,46.15384615384615,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.0,0.0,0.6,42.8,164.8,393.4,-3.0,-4.0,0.0,36.0,22.0,63.63636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,14.0,78.57142857142857,4.0,0.0,0.0,Orthodox
447,0,UFC 38: Brawl at the Hall,Jul 2002,"London, England, United Kingdom",Eugene Jackson,Mark Weir,Middleweight,Orthodox,15,8,3.0,3.0,6.0,50.0,8.5,11.888111888111888,7.5,15.625,18.333333333333332,35.14376996805112,0.0,0.0,1.3333333333333333,53.333333333333336,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.1666666666666666,0.0,0.0,0.5,36.333333333333336,192.5,390.1666666666667,1.0,-6.0,0.0,36.0,23.0,65.21739130434783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,16,36.0,55.55555555555556,6.0,0.0,35.0,Southpaw
448,1,UFC 31: Locked and Loaded,May 2001,"Atlantic City, New Jersey, USA",Matt Lindland,Ricardo Almeida,Light Heavyweight,Southpaw,14,6,1.0,0.0,1.0,100.0,17.0,65.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,126.0,12.0,178.0,1.0,0.0,0.0,31.0,20.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,7.0,100.0,0.0,0.0,25.0,Orthodox
449,0,UFC 35: Throwdown,Jan 2002,"Uncasville, Connecticut, USA",Ricardo Almeida,Andrei Semenov,Middleweight,Orthodox,8,1,1.0,1.0,2.0,50.0,6.5,27.659574468085108,11.5,11.165048543689322,68.0,59.388646288209614,0.0,0.0,3.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,93.5,386.0,553.5,1.0,0.0,0.0,26.0,9.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,8,41.0,80.48780487804879,0.0,0.0,25.0,Orthodox
450,1,UFC 81: Breaking Point,Feb 2008,"Las Vegas, Nevada, USA",Ricardo Almeida,Rob Yundt,Middleweight,Orthodox,8,2,1.0,2.0,3.0,33.33333333333333,8.333333333333334,25.252525252525253,9.333333333333334,10.852713178294572,57.0,53.94321766561514,0.0,0.0,2.3333333333333335,100.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,77.33333333333333,306.3333333333333,509.3333333333333,-1.0,-1.0,0.0,32.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,12.0,75.0,1.0,0.0,28.0,Orthodox
451,1,UFC 30: Battle on the Boardwalk,Feb 2001,"Atlantic City, New Jersey, USA",Sean Sherk,Tiki Ghosn,Welterweight,Orthodox,28,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,28.0,28.0,100.0,0.0,1.0,1.0,0.0,24.0,38.095238095238095,22.0,46.808510638297875,53.0,42.4,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,127.0,68.0,389.0,-1.0,10,4,14.0,71.42857142857143,4.0,0.0,24.0,Orthodox
452,0,UFC 36: Worlds Collide,Mar 2002,"Las Vegas, Nevada, USA",Jutaro Nakao,Sean Sherk,Welterweight,Southpaw,25,18,1.0,0.0,1.0,100.0,8.0,100.0,1.0,20.0,45.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,252.0,0.0,315.0,1.0,3.0,0.0,32.0,43.0,58.139534883720934,1.0,0.0,1.0,100.0,12.0,75.0,1.0,14.285714285714285,10.0,43.47826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,555.0,0.0,587.0,1.0,29,0,29.0,100.0,-3.0,0.0,29.0,Orthodox
453,1,UFC 39: The Warriors Return,Sep 2002,"Uncasville, Connecticut, USA",Sean Sherk,Benji Radach,Welterweight,Orthodox,30,0,2.0,0.0,2.0,100.0,16.5,17.1875,2.5,11.627906976744184,9.0,26.86567164179105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,642.5,1.0,743.5,2.0,-4.0,0.0,29.0,30.0,100.0,1.0,0.0,1.0,100.0,26.0,56.52173913043478,0.0,0.0,23.0,58.97435897435898,0.0,0.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,614.0,104.0,900.0,1.0,21,6,27.0,77.77777777777779,4.0,0.0,23.0,Orthodox
454,0,UFC 42: Sudden Impact,Apr 2003,"Miami, Florida, USA",Sean Sherk,Matt Hughes,Welterweight,Orthodox,31,0,3.0,0.0,3.0,100.0,13.0,8.843537414965986,4.0,14.117647058823527,18.0,40.909090909090914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,491.0,3.0,581.0,3.0,-3.0,-6.0,30.0,31.0,100.0,6.0,1.0,7.0,85.71428571428571,31.428571428571427,26.92778457772338,2.857142857142857,9.950248756218906,15.285714285714286,52.70935960591133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.1428571428571428,0.7142857142857143,0.0,0.0,0.0,0.1428571428571428,382.2857142857143,20.714285714285715,582.7142857142857,4.0,33,3,36.0,91.66666666666666,3.0,6.0,30.0,Switch
455,1,UFC 56: Full Force,Nov 2005,"Las Vegas, Nevada, USA",Georges St-Pierre,Sean Sherk,Welterweight,Orthodox,10,1,4.0,1.0,5.0,80.0,33.0,25.34562211981567,5.4,14.210526315789473,13.0,33.67875647668394,0.0,0.0,0.6,15.789473684210526,0.0,0.0,0.4,0.0,0.4,0.2,0.2,0.0,0.0,0.2,313.0,52.8,490.0,2.0,5.0,9.0,24.0,11.0,90.9090909090909,3.0,1.0,4.0,75.0,14.5,11.670020120724349,14.0,25.454545454545453,37.5,41.66666666666667,0.0,0.0,1.25,71.42857142857143,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,0.0,455.0,227.0,810.75,-1.0,31,1,32.0,96.875,-5.0,-9.0,32.0,Orthodox
456,0,UFC 59: Reality Check,Apr 2006,"Anaheim, California, USA",Nick Diaz,Sean Sherk,Welterweight,Southpaw,23,6,4.0,3.0,7.0,57.14285714285714,23.571428571428573,14.550264550264547,21.285714285714285,17.48826291079812,39.57142857142857,28.06484295845998,0.0,0.0,2.4285714285714284,50.0,0.0,0.0,0.4285714285714285,0.0,0.0,0.4285714285714285,0.1428571428571428,0.4285714285714285,0.0,0.0,145.57142857142858,210.42857142857144,597.0,-2.0,7.0,9.0,23.0,29.0,79.3103448275862,3.0,2.0,5.0,60.0,15.6,10.848400556328231,22.8,24.203821656050955,45.6,37.81094527363184,0.0,0.0,1.6,72.72727272727273,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,364.0,218.8,743.2,-2.0,31,2,33.0,93.93939393939394,-7.0,-9.0,33.0,Orthodox
457,0,UFC 64: Unstoppable,Oct 2006,"Las Vegas, Nevada, USA",Kenny Florian,Sean Sherk,Lightweight,Southpaw,5,2,3.0,1.0,4.0,75.0,13.75,24.017467248908297,10.0,18.099547511312217,13.0,23.11111111111111,0.0,0.0,0.25,50.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.25,0.0,99.0,43.0,271.0,3.0,4.0,7.0,30.0,7.0,71.42857142857143,4.0,2.0,6.0,66.66666666666666,19.5,12.433581296493092,28.5,23.13937753721245,59.833333333333336,37.82929399367755,0.0,0.0,1.5,75.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,341.1666666666667,196.16666666666663,769.3333333333334,1.0,32,2,34.0,94.11764705882352,-4.0,-7.0,33.0,Orthodox
458,0,UFC 73: Stacked,Jul 2007,"Sacramento, California, USA",Hermes Franca,Sean Sherk,Lightweight,Orthodox,23,14,5.0,2.0,7.0,71.42857142857143,23.285714285714285,15.856031128404668,26.285714285714285,16.211453744493394,57.285714285714285,32.73469387755102,0.0,0.0,2.2857142857142856,55.172413793103445,0.0,0.0,0.4285714285714285,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.0,151.0,251.28571428571428,738.1428571428571,3.0,0.0,4.0,33.0,37.0,62.16216216216216,5.0,2.0,7.0,71.42857142857143,25.285714285714285,14.239742558326627,27.714285714285715,19.61577350859454,64.14285714285714,40.85532302092811,0.0,0.0,1.2857142857142858,69.23076923076923,0.0,0.0,0.0,0.0,0.4285714285714285,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,462.1428571428572,172.85714285714286,873.7142857142857,2.0,33,2,35.0,94.28571428571428,0.0,-4.0,34.0,Orthodox
459,0,UFC 33: Victory in Vegas,Sep 2001,"Las Vegas, Nevada, USA",Tony DeSouza,Jutaro Nakao,Welterweight,Southpaw,10,1,2.0,0.0,2.0,100.0,14.5,23.770491803278688,2.0,2.684563758389262,55.0,72.84768211920529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,315.5,33.5,482.5,2.0,3.0,0.0,27.0,11.0,90.9090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,18,42.0,57.14285714285714,-3.0,0.0,31.0,Southpaw
460,1,UFC 32: Showdown in the Meadowlands,Jun 2001,"East Rutherford, New Jersey, USA",BJ Penn,Din Thomas,Lightweight,Orthodox,5,1,1.0,0.0,1.0,100.0,22.0,68.75,3.0,42.857142857142854,11.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,270.0,6.0,297.0,1.0,0.0,0.0,23.0,6.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,5,26.0,80.76923076923077,0.0,0.0,25.0,Orthodox
461,1,UFC 33: Victory in Vegas,Sep 2001,"Las Vegas, Nevada, USA",Din Thomas,Fabiano Iha,Lightweight,Orthodox,21,6,0.0,1.0,1.0,0.0,1.0,20.0,6.0,75.0,11.0,52.38095238095239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0,8.0,162.0,-1.0,1.0,0.0,25.0,27.0,77.77777777777779,3.0,3.0,6.0,50.0,4.333333333333333,17.105263157894736,9.0,15.606936416184972,26.333333333333332,42.7027027027027,0.0,0.0,0.3333333333333333,40.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,35.333333333333336,112.83333333333331,233.83333333333337,-1.0,9,4,13.0,69.23076923076923,-1.0,0.0,31.0,Orthodox
462,0,UFC 39: The Warriors Return,Sep 2002,"Uncasville, Connecticut, USA",Din Thomas,Caol Uno,Lightweight,Orthodox,22,6,1.0,1.0,2.0,50.0,21.5,41.74757281553398,12.5,37.878787878787875,28.5,39.58333333333333,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,247.0,175.5,531.0,1.0,2.0,0.0,26.0,28.0,78.57142857142857,2.0,2.0,4.0,50.0,19.25,27.208480565371023,18.5,19.576719576719576,36.25,34.523809523809526,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,0.25,0.0,144.0,113.0,629.75,1.0,32,16,48.0,66.66666666666666,-2.0,0.0,27.0,Southpaw
463,1,UFC 41: Onslaught,Feb 2003,"Atlantic City, New Jersey, USA",Din Thomas,Matt Serra,Lightweight,Orthodox,22,7,1.0,2.0,3.0,33.33333333333333,18.0,21.176470588235293,20.0,30.0,47.333333333333336,45.51282051282051,0.0,0.0,0.6666666666666666,25.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,234.66666666666663,301.3333333333333,654.0,-1.0,3.0,0.0,27.0,29.0,75.86206896551724,2.0,2.0,4.0,50.0,7.25,14.948453608247425,14.75,26.94063926940639,41.0,52.73311897106109,0.0,0.0,0.75,75.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.25,0.25,0.0,295.0,138.0,717.25,-1.0,6,2,8.0,75.0,-3.0,0.0,29.0,Orthodox
464,1,The Ultimate Fighter: The Comeback Finale,Nov 2006,"Las Vegas, Nevada, USA",Din Thomas,Rich Clementi,Lightweight,Orthodox,23,7,2.0,2.0,4.0,50.0,20.75,21.065989847715738,21.5,21.882951653944023,46.0,37.55102040816327,0.0,0.0,0.75,8.333333333333332,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.0,202.25,247.5,715.5,1.0,0.0,0.0,30.0,30.0,76.66666666666667,0.0,1.0,1.0,0.0,31.0,48.4375,51.0,53.125,79.0,35.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,207.0,212.0,847.0,-1.0,40,19,59.0,67.79661016949152,0.0,0.0,30.0,Southpaw
465,0,UFC Fight Night: Evans vs Salmon,Jan 2007,"Hollywood, Florida, USA",Clay Guida,Din Thomas,Lightweight,Orthodox,21,3,1.0,0.0,1.0,100.0,26.0,50.0,13.0,36.11111111111111,28.0,31.818181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,452.0,26.0,582.0,1.0,-2.0,0.0,26.0,24.0,87.5,3.0,2.0,5.0,60.0,23.2,20.677361853832444,21.6,19.217081850533805,42.2,33.02034428794992,0.0,0.0,0.8,10.526315789473683,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.2,0.2,0.0,188.8,202.0,670.6,2.0,24,7,31.0,77.41935483870968,2.0,0.0,31.0,Orthodox
466,0,UFC 71: Liddell vs Jackson,May 2007,"Las Vegas, Nevada, USA",Jeremy Stephens,Din Thomas,Lightweight,Orthodox,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,14.0,92.85714285714286,4.0,2.0,6.0,66.66666666666666,24.833333333333332,19.07810499359795,23.5,18.951612903225808,50.666666666666664,33.260393873085334,0.0,0.0,1.5,16.666666666666664,0.0,0.0,0.1666666666666666,0.1666666666666666,0.5,0.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,165.33333333333334,237.16666666666663,708.8333333333334,3.0,25,7,32.0,78.125,0.0,0.0,31.0,Orthodox
467,1,UFC 24: First Defense,Mar 2000,"Lake Charles, Louisiana, USA",Dave Menne,Fabiano Iha,Lightweight,Orthodox,43,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,56.0,76.78571428571429,0.0,1.0,1.0,0.0,0.0,0.0,6.0,100.0,6.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,-1.0,6,2,8.0,75.0,-2.0,0.0,30.0,Orthodox
468,1,UFC 33: Victory in Vegas,Sep 2001,"Las Vegas, Nevada, USA",Dave Menne,Gil Castillo,Middleweight,Orthodox,44,13,1.0,0.0,1.0,100.0,37.0,37.37373737373738,8.0,36.36363636363637,44.0,53.01204819277109,0.0,0.0,1.0,8.333333333333332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,583.0,38.0,900.0,1.0,1.0,0.0,27.0,57.0,77.19298245614034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,10.0,70.0,-1.0,0.0,36.0,Southpaw
469,0,UFC 35: Throwdown,Jan 2002,"Uncasville, Connecticut, USA",Dave Menne,Murilo Bustamante,Middleweight,Orthodox,45,13,2.0,0.0,2.0,100.0,53.5,25.295508274231675,8.5,15.74074074074074,77.0,65.8119658119658,0.0,0.0,4.0,25.806451612903224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,529.0,367.0,1200.0,2.0,-4.0,0.0,28.0,58.0,77.58620689655173,1.0,1.0,2.0,50.0,13.0,29.545454545454547,13.5,29.67032967032967,14.0,16.56804733727811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,171.5,60.0,615.5,-1.0,13,8,21.0,61.904761904761905,4.0,0.0,36.0,Orthodox
470,1,UFC 39: The Warriors Return,Sep 2002,"Uncasville, Connecticut, USA",Phil Baroni,Dave Menne,Middleweight,Orthodox,14,12,2.0,1.0,3.0,66.66666666666666,27.333333333333332,17.67241379310345,27.333333333333332,20.707070707070702,88.33333333333333,64.47688564476886,0.0,0.0,1.6666666666666667,50.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,261.0,208.66666666666663,559.6666666666666,1.0,-1.0,0.0,26.0,26.0,53.84615384615385,2.0,1.0,3.0,66.66666666666666,40.333333333333336,17.360114777618367,8.666666666666666,10.569105691056912,56.0,63.87832699619772,0.0,0.0,3.3333333333333335,26.31578947368421,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,352.6666666666667,307.0,914.6666666666666,-1.0,45,14,59.0,76.27118644067797,1.0,0.0,28.0,Orthodox
471,0,UFC Fight Night 5,Jun 2006,"Las Vegas, Nevada, USA",Dave Menne,Josh Koscheck,Welterweight,Orthodox,45,15,2.0,2.0,4.0,50.0,30.5,16.353887399463808,8.5,12.318840579710146,44.0,60.89965397923876,0.0,0.0,2.5,26.31578947368421,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,264.5,230.25,690.5,-2.0,0.0,0.0,32.0,60.0,75.0,3.0,1.0,4.0,75.0,6.0,12.698412698412698,2.0,10.38961038961039,9.75,48.148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.5,0.0,0.0,0.25,299.5,6.0,362.75,1.0,5,2,7.0,71.42857142857143,0.0,0.0,29.0,Orthodox
