,Winner,Ht Diff,Reach Diff,Career W Diff,Career L Diff,W Diff,L Diff,Num Fights Diff,W Perc Diff,Sig Strikes Avg Diff,Sig Str % Diff,Sig Strikes Opp Avg Diff,Sig Str % Opp Diff,Strikes Avg Diff,Str % Diff,Strikes Opp Avg Diff,Str % Opp Diff,TD Avg Diff,TD % Diff,TD Opp Avg Diff,TD % Opp Diff,KD Avg Diff,KD Opp Avg Diff,DEC Avg Diff,KO Avg Diff,SUB Avg Diff,DEC Opp Avg Diff,KO Opp Avg Diff,SUB Opp Avg Diff,CTRL Avg Diff,CTRL Opp Avg Diff,Time Avg Diff,Streak Diff,Age Diff,Career Fights Diff,Career W Perc Diff,Stance Diff
2948,0,-1,-5,-5,-7,-11,-9,-20,12,34.67195767195768,4.479243975751405,34.27513227513227,8.767989777030401,62.12169312169313,8.95669096227532,53.460317460317434,13.414928686380946,0.4444444444444444,-6.831119544592035,1.5502645502645502,14.548022598870062,-0.2328042328042328,-0.07936507936507942,-0.1534391534391535,0.1322751322751322,0.1428571428571428,0.1005291005291006,-0.1481481481481481,-0.074074074074074,77.50264550264549,205.85185185185185,46.21693121693113,3,-2,-12.0,14.285714285714292,0
2949,0,-2,-4,-10,-9,-11,-10,-21,25,-10.428571428571423,-0.32275652179149006,-3.2857142857142847,1.9286594833114954,-13.464285714285715,-0.5045938725609105,-1.607142857142854,3.429711798349313,0.0357142857142857,-0.8403361344537856,-0.1428571428571429,7.103825136612016,-0.3928571428571429,0.07142857142857151,0.1428571428571428,-0.0357142857142857,0.1428571428571428,-0.0357142857142857,-0.1428571428571428,-0.0714285714285714,-3.107142857142833,45.0714285714286,-102.67857142857144,1,-7,-19.0,19.01960784313725,0
2950,1,0,-3,-9,-2,0,-2,-2,0,-39.0,-46.706586826347305,-37.0,-54.01459854014598,-55.5,-38.4083044982699,-55.5,-36.87707641196013,-0.5,-33.33333333333333,-2.5,-29.411764705882355,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,-0.5,-154.5,-153.5,-555.5,2,-9,-11.0,-2.4193548387096797,0
2951,0,5,7,-2,-3,-1,1,0,-50,26.0,23.07216858959265,19.0,-3.5987276266438784,27.0,6.1841958198278775,12.0,-5.995241871530535,-0.5,3.4722222222222214,-1.0,-20.0,0.5,0.0,-0.5,0.0,0.0,0.0,0.5,0.0,30.5,129.5,-53.0,-1,-4,-5.0,9.625668449197846,0
2952,1,-1,0,0,2,2,1,3,66,20.33333333333333,15.288220551378446,17.666666666666668,19.702602230483272,49.333333333333336,36.009732360097324,35.666666666666664,36.14864864864865,1.0,18.75,2.333333333333333,87.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,156.66666666666666,216.33333333333331,665.0,1,-3,2.0,-7.039337474120089,0
2953,1,0,0,12,5,3,0,3,75,-26.75,-54.0607210626186,-55.5,-33.827646038172354,-37.25,-11.422062320265908,-80.0,7.001761149983352,-3.0,-43.13725490196077,3.0,60.0,0.0,0.0,0.5,0.0,0.25,-0.75,0.0,0.0,-300.25,274.0,-176.25,3,-3,17.0,-10.714285714285708,0
2954,0,-3,-2,-2,1,4,1,5,80,15.8,15.163147792706331,14.2,15.434782608695652,64.4,47.07602339181287,53.8,50.85066162570888,1.2,25.0,2.4,60.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,0.0,232.4,277.4,759.0,3,-2,-1.0,-4.769230769230774,0
2955,1,-4,-4,-2,-5,2,0,2,16,-7.25,-5.832609630077982,-19.666666666666664,-3.5601996041480515,31.416666666666657,22.95375684411901,-24.166666666666664,8.539041683602036,1.4166666666666667,8.333333333333329,0.583333333333333,7.023411371237465,-0.75,-0.25,0.5,-0.5,0.1666666666666666,0.3333333333333333,-0.25,-0.25,229.41666666666669,30.666666666666686,282.5,1,-1,-7.0,9.440559440559433,0
2956,0,1,0,6,3,-4,-2,-6,29,8.428571428571429,17.1951336334898,18.42857142857143,31.1768115942029,-23.0,-27.00239808153477,57.42857142857143,0.3190900968615722,-1.8571428571428568,-36.11111111111111,0.0,-10.869565217391312,0.0,0.0,0.5714285714285715,0.0,-0.2857142857142857,-0.2857142857142857,0.0,0.0,-219.28571428571428,184.57142857142856,168.71428571428567,0,2,9.0,-1.8518518518518619,0
2957,1,-1,-2,13,7,6,2,8,75,16.625,14.745011086474502,14.875,16.927453769559033,52.25,43.00411522633745,56.0,52.093023255813954,2.125,36.17021276595745,1.75,60.86956521739131,0.0,0.0,0.5,0.0,0.25,0.25,0.0,0.0,263.25,269.25,752.375,2,3,20.0,-25.0,-1
2958,0,-1,0,-11,-6,-5,-1,-6,-11,12.111111111111107,11.961448293826518,18.555555555555557,6.309483183558942,-3.555555555555557,-8.844008153631584,9.0,-22.97746069827641,-1.5555555555555558,12.264150943396224,1.3333333333333333,-15.131578947368425,0.0,0.0,0.2222222222222222,0.0,-0.3333333333333333,0.1111111111111111,0.0,0.0,-164.66666666666669,168.44444444444446,135.77777777777783,-2,-6,-17.0,15.804597701149419,0
2959,1,0,-2,-6,-2,-6,1,-5,-40,24.499999999999996,1.4385342827222463,39.099999999999994,2.7572973342199276,-8.600000000000001,-26.358739983093002,4.5,-31.525120523938035,-2.1,-14.91477272727273,-0.6000000000000001,-21.428571428571423,0.4,0.2,-0.5,0.0,0.10000000000000003,0.0,0.4,0.0,-233.8,-207.3,-127.19999999999993,-2,-3,-8.0,0.6060606060605949,0
2960,1,-2,-2,7,2,7,1,8,39,-24.78787878787879,-9.124659728235343,-36.06060606060606,-11.264600110747821,4.545454545454547,18.267973856209153,2.333333333333343,19.617673910936794,2.212121212121212,-56.92307692307692,0.21212121212121215,-0.8547008547008517,-0.6666666666666666,-0.3333333333333333,0.4545454545454545,0.0,-0.06060606060606061,-0.06060606060606061,-0.3333333333333333,0.0,282.75757575757575,199.2121212121212,103.24242424242425,1,-4,9.0,1.466275659824035,0
2961,1,-1,-3,9,1,6,-1,5,33,5.0357142857142865,-0.8850026497085342,-2.94047619047619,-5.51242605157881,22.130952380952372,7.793102762474888,17.880952380952372,9.431602177011378,0.19047619047619024,0.2197802197802332,0.0714285714285714,-3.716608594657366,0.0,-0.2857142857142857,0.2738095238095239,-0.1428571428571428,0.19047619047619052,-0.0357142857142857,0.0,-0.2857142857142857,119.04761904761904,52.702380952380906,170.67857142857144,0,2,10.0,6.818181818181827,0
2962,0,0,0,-13,-6,-8,-1,-9,-26,27.71153846153846,13.43492985002419,16.557692307692307,12.40417581570938,0.6923076923076934,-14.058172733493528,-13.25,-17.369105768448943,-1.8076923076923075,22.549019607843128,-0.9615384615384617,-20.23809523809524,0.5,0.25,-0.13461538461538458,0.0,-0.13461538461538458,-0.2307692307692307,0.25,0.25,-215.96153846153845,-170.73076923076923,-240.44230769230774,-1,-1,-19.0,9.956709956709958,1
2963,1,0,2,-12,-7,-9,-3,-12,22,24.571428571428573,2.312501174216095,22.357142857142858,11.357661269857385,8.57142857142857,-22.107363131043936,-2.857142857142847,-20.107851544462907,4.357142857142858,-11.904761904761891,0.6428571428571428,-0.7936507936507979,0.5,0.0,0.1428571428571429,0.0,0.07142857142857151,-0.2142857142857142,0.0,0.0,-27.0,-96.85714285714289,211.28571428571433,-1,-8,-19.0,16.8627450980392,0
2964,1,-1,-3,10,3,11,4,15,68,20.0,-3.665532328633933,19.1875,-17.849153084052407,54.375,31.401869158878505,54.6875,22.532629417803193,1.25,-55.0,1.25,37.735849056603776,0.125,0.0,0.3125,0.0,0.375,0.3125,0.0,-1.0,262.3125,202.625,676.125,-1,3,13.0,2.65700483091787,0
2965,0,3,6,-10,-2,-6,-3,-9,5,12.264705882352946,1.6853379510894833,12.323529411764707,4.717774357325007,29.786764705882355,-0.30103350211555835,3.955882352941174,-7.9841193155887815,-0.23529411764705888,6.374807987711208,-0.6764705882352942,-6.966618287373006,0.13235294117647062,0.125,0.08088235294117652,0.0,-0.03676470588235292,-0.044117647058823484,0.0,0.0,54.617647058823536,-85.33088235294119,31.301470588235247,2,-3,-12.0,-4.972972972972968,0
2966,1,1,1,-5,-5,-11,-5,-16,-2,94.33333333333331,17.249999056707004,85.5438596491228,14.066471410055716,70.96491228070175,-14.364288010134146,76.52631578947367,-8.365627162701497,-1.824561403508772,-32.06521739130434,0.6140350877192984,-13.975155279503106,-0.1578947368421052,-0.0526315789473684,0.3508771929824561,0.0,-0.3684210526315789,0.07017543859649122,-0.0526315789473684,0.0,-257.96491228070175,14.859649122806985,213.0,2,-3,-10.0,7.515473032714411,2
2967,1,3,0,-1,-2,1,0,1,50,41.5,17.184265010351968,46.5,-30.352406214475174,133.0,3.7871524448705856,84.5,-13.404175988068602,2.0,57.14285714285714,-0.5,-29.545454545454547,0.0,0.5,0.5,0.0,0.0,0.5,0.0,-1.0,272.5,52.0,668.0,0,-1,-3.0,12.337662337662337,-3
2968,0,-2,0,0,-2,1,1,2,-34,1.6666666666666572,-27.691549642769154,26.0,-17.097385998185864,68.66666666666669,15.591395092433526,64.33333333333331,7.16439322461687,0.0,23.333333333333336,2.0,46.15384615384615,0.0,-0.6666666666666667,0.6666666666666666,-1.0,0.0,0.3333333333333333,0.0,0.0,183.66666666666663,238.33333333333331,360.0,0,-2,-2.0,13.095238095238088,0
2969,1,0,3,0,3,0,1,1,-17,13.833333333333329,-11.189720383628257,40.0,-8.520480682258693,10.666666666666664,-35.33138785918974,49.16666666666667,-16.134901828029793,-0.5,-50.0,0.8333333333333333,0.0,0.0,1.0,0.3333333333333333,-0.5,0.0,0.3333333333333333,0.3333333333333333,-0.5,-65.83333333333334,109.83333333333331,441.5,-1,8,3.0,-13.865546218487395,1
2970,1,1,4,6,5,1,1,2,0,-3.75,-12.928290005980232,21.75,0.41500706201867743,-68.5,-38.56148446512719,-6.25,-14.0757794372402,-2.75,-36.36363636363636,0.25,25.0,0.0,0.75,0.0,0.0,0.0,-0.25,0.25,0.0,-317.25,-111.25,-184.5,2,12,11.0,-19.04761904761905,0
2971,0,-2,-2,-1,-4,-2,0,-2,-27,-19.533333333333335,8.225652708726384,-38.53333333333333,-0.367988125425196,-20.6,19.3846696345925,-39.533333333333346,16.605383981048668,-0.26666666666666666,-7.142857142857142,1.6666666666666665,-1.0101010101010104,0.0,-0.46666666666666673,-0.6,0.0,0.3333333333333333,0.1333333333333333,0.1333333333333333,0.0,-20.066666666666677,159.8,-283.7333333333333,-1,-8,-5.0,17.293233082706763,-1
2972,1,7,7,-1,-3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-4,-4.0,18.57142857142857,0
2973,0,-6,-5,5,5,-1,0,-1,-100,-1.0,-100.0,-3.0,-42.85714285714285,-1.0,-50.0,-3.0,-21.428571428571427,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,-51.0,-1,4,10.0,-19.480519480519476,0
2974,0,7,7,4,-1,2,0,2,66,-14.666666666666666,-3.869463869463871,-3.666666666666666,-20.669168230143843,-17.333333333333336,7.487574154240825,-0.6666666666666714,1.4666380143977698,-1.0,-100.0,-0.6666666666666667,-50.0,-1.0,-0.6666666666666667,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.6666666666666667,-47.666666666666664,41.33333333333333,-53.0,0,3,3.0,14.615384615384613,0
2975,0,6,9,-6,-5,1,1,2,-6,-9.93333333333333,5.79877112135177,5.799999999999997,3.86342009515813,-38.8,-2.5630025630025486,20.666666666666664,8.881328797278368,-1.4666666666666668,-25.454545454545453,1.866666666666667,48.75,-0.4666666666666666,-0.1333333333333333,-0.1333333333333333,0.2,-0.1333333333333333,-0.1333333333333333,0.0,0.2,-228.5333333333333,181.2,-194.2,0,4,-11.0,10.769230769230774,0
2976,1,2,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2.0,3.715170278637771,2
2977,0,2,-1,1,5,1,0,1,50,-69.5,-21.379310344827587,-38.0,-21.77460479347272,-62.5,-1.2419364562609339,-19.5,7.607275650688372,0.5,100.0,0.5,15.714285714285715,0.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5,46.5,62.0,-552.0,0,-5,6.0,-20.000000000000014,2
2978,1,-2,-2,-7,-1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-8.0,0.0,0
2979,1,-1,-4,14,7,0,1,1,-50,-8.0,-16.55773420479303,-8.5,-28.883774453394707,-1.5,22.22481751824818,-21.0,0.0,-1.0,-50.0,-4.0,7.9365079365079225,0.5,0.0,0.0,0.5,-1.0,0.5,0.0,0.0,-184.0,-86.0,-378.0,0,5,21.0,-15.555555555555557,0
2980,1,0,0,2,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,-3.4285714285714306,0
2981,0,1,0,3,2,1,0,1,50,18.5,-28.810541310541296,18.5,-18.861617801547123,29.5,-4.199191298895077,34.0,1.6341923318667497,0.0,0.0,2.5,29.411764705882355,1.0,0.0,0.5,0.0,0.0,0.5,0.0,-1.0,172.5,73.5,629.0,0,-4,5.0,-1.5151515151515156,0
2982,1,2,1,1,6,0,0,0,0,-14.5,-3.7689327227897174,-5.5,3.32121018344591,12.5,3.230368660867505,-16.5,-2.932741855984233,1.5,23.07692307692308,-1.0,-28.571428571428566,0.0,0.5,0.5,0.0,-0.5,0.0,0.0,0.0,274.0,98.0,185.5,-2,-3,7.0,-22.282608695652172,1
2983,1,3,-2,18,8,1,2,3,-50,21.25,-54.75589225589225,53.0,24.795321637426905,37.75,-16.478221277887386,67.25,24.747010119595217,1.5,24.0,1.0,22.22222222222222,-0.75,0.0,0.5,-1.0,0.0,0.25,0.25,0.0,126.0,118.0,802.25,0,3,26.0,-21.621621621621628,0
2984,1,-3,-1,2,-4,-2,0,-2,-16,-10.083333333333336,8.756243185712059,-31.416666666666657,-3.3141850688948225,-24.5,11.92307692307692,-44.41666666666667,-0.11946427990941544,-1.5,-18.0,0.41666666666666663,38.88888888888889,0.33333333333333337,0.25,-0.6666666666666666,0.5,0.0,0.33333333333333337,-0.1666666666666666,0.0,-113.66666666666663,-114.91666666666663,-427.33333333333337,-2,1,-2.0,9.702009702009704,1
2985,0,1,-1,-3,-4,0,-1,-1,0,-67.0,-46.85314685314685,-43.0,-46.73913043478261,-105.0,-31.91489361702128,-77.0,-34.22222222222222,0.0,0.0,-4.0,-100.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-60.0,-254.0,-900.0,1,2,-7.0,20.833333333333343,0
2986,1,-1,-4,-5,-4,0,-1,-1,50,-2.5,9.892857142857142,32.5,21.38446188280344,-44.0,-18.16431322207959,12.5,-13.164842695044037,0.0,-11.904761904761905,-2.0,-80.0,0.0,0.0,1.0,0.0,-0.5,-0.5,0.0,0.0,-131.5,-82.0,91.5,0,1,-9.0,16.964285714285708,0
2987,1,1,0,-13,0,0,-1,-1,0,43.5,20.91836734693878,46.5,15.52069425901201,64.5,13.063063063063066,52.0,-4.9914529914529915,0.0,0.0,4.5,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,230.5,212.0,839.0,1,-15,-13.0,-13.13131313131312,0
2988,0,-1,-1,1,0,1,0,1,16,9.5,7.539335664335663,-24.0,0.7446808510638299,12.666666666666657,14.307329857641108,-51.83333333333334,-4.0630511463844705,-1.1666666666666667,72.72727272727273,1.0,6.153846153846153,0.0,-0.16666666666666669,-0.16666666666666669,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.5,181.83333333333331,-58.0,-91.83333333333337,1,-3,1.0,1.8181818181818272,0
2989,0,-2,-2,1,1,0,2,2,-50,12.5,-4.631388650569921,0.25,-8.737425986661094,-2.5,-18.662082367889994,-6.25,-11.713333016414147,-0.75,70.0,1.25,0.0,-0.25,0.5,0.25,0.25,-1.0,0.25,0.25,0.0,134.5,-68.0,217.0,-3,-1,2.0,-5.0,0
2990,1,1,-1,4,1,1,-2,-1,35,-21.950000000000003,2.1563458796076276,-9.3,7.493146152391759,-29.15,-2.5067453240042,-8.799999999999997,7.109788359788364,0.65,-64.28571428571428,-2.1,-12.0,0.04999999999999999,-0.15000000000000002,-0.2,0.3,0.25,-0.15000000000000002,-0.2,0.0,-66.94999999999999,-146.65,-370.75,1,-5,5.0,2.991452991452988,0
2991,1,0,0,7,3,1,1,2,-34,-24.333333333333343,-29.6216975019797,-3.6666666666666714,-15.995230923694777,-60.33333333333334,-17.071558957192458,-50.66666666666667,-17.44150364403529,-0.33333333333333337,5.0,1.6666666666666667,38.46153846153847,0.0,0.0,-0.33333333333333337,0.0,0.0,0.0,0.0,0.3333333333333333,-168.33333333333334,-281.6666666666667,-209.66666666666663,1,-1,10.0,-0.5952380952380878,0
2992,0,1,2,-8,5,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6,-3.0,-22.2408026755853,0
2993,0,0,-2,-6,4,-1,0,-1,-100,-29.0,-44.61538461538462,-46.0,-52.27272727272727,-48.0,-32.21476510067114,-96.0,-42.290748898678416,0.0,0.0,-6.0,-85.71428571428571,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-12.0,-513.0,-900.0,-1,9,-2.0,-16.296296296296276,0
2994,0,-1,-4,-14,3,0,0,0,0,9.0,16.379336464172095,-12.0,1.6504785537043603,21.5,10.569985569985576,-21.0,-6.938894228337297,3.0,100.0,-3.0,-75.0,0.0,-0.5,0.0,0.5,-0.5,0.0,0.0,0.0,262.0,-250.0,-4.0,0,5,-11.0,-19.95798319327733,0
2995,0,1,-1,-10,7,-3,2,-1,-50,-7.049999999999997,0.7044526062251357,9.850000000000001,5.2746986831580855,-13.649999999999999,-3.5238828967642455,1.25,-1.2571783055654038,-0.30000000000000004,16.47058823529412,-0.7,-28.804347826086957,0.25,0.04999999999999999,-0.35,0.25,-0.4,0.5,0.0,0.0,-37.349999999999994,-35.25,-124.70000000000005,-3,3,-3.0,-25.345622119815673,0
2996,1,1,5,20,0,3,0,3,7,30.8,1.1506406779691964,34.75,7.586140590608201,30.475,-8.537612476149967,22.05,-13.39558289765759,-0.5,-22.619047619047624,0.15000000000000002,19.047619047619044,0.3,0.125,0.175,0.25,-0.35,0.0,0.125,-0.2,-27.150000000000006,-74.17500000000001,415.825,-5,-3,20.0,8.403361344537814,-1
2997,1,-3,-2,22,-2,7,-1,6,52,39.74545454545455,4.359011960719235,29.636363636363633,-2.9099164784616462,24.672727272727265,-13.885501355013549,22.690909090909095,-12.42636531386907,-0.6545454545454545,-12.224108658743631,-2.872727272727273,-54.48717948717949,0.4545454545454545,0.0909090909090909,0.0727272727272727,0.1818181818181818,0.2727272727272727,-0.509090909090909,-0.018181818181818216,0.0,-29.418181818181807,-188.8909090909091,108.94545454545448,-1,-3,20.0,24.48330683624802,0
2998,0,-1,-1,21,2,4,1,5,4,24.90476190476191,-0.010678042447203495,15.583333333333336,-4.1312116718512755,7.797619047619044,-8.179744285276481,-3.035714285714292,-15.380343821961269,-0.8214285714285714,-19.36274509803921,-0.9047619047619048,-16.153846153846146,0.4166666666666667,-0.05952380952380949,0.047619047619047616,0.023809523809523808,-0.0357142857142857,-0.20238095238095238,0.1666666666666666,0.0,-86.65476190476191,-156.45238095238096,29.41666666666663,0,2,23.0,2.8070175438596436,0
2999,1,0,-4,-16,3,-7,-3,-10,-3,-32.53846153846154,11.530252133075408,-21.820512820512825,24.23593358318235,-45.33333333333333,-2.7350458918908984,-22.333333333333343,10.509387028946303,-0.17948717948717952,-11.547911547911546,-0.02564102564102566,27.5,-0.3846153846153846,0.2564102564102564,-0.3076923076923077,0.17948717948717952,0.10256410256410262,-0.1538461538461538,-0.1538461538461538,0.3333333333333333,-57.94871794871794,-16.051282051282072,-495.53846153846155,2,1,-13.0,-17.948717948717956,2
3000,0,-2,-5,21,2,9,5,14,64,55.5,19.381391868296333,56.71428571428572,19.16948334138097,71.64285714285714,23.516998827667056,71.78571428571429,22.898154477101844,0.8571428571428571,29.268292682926827,0.6428571428571429,21.428571428571427,0.3571428571428571,0.0714285714285714,0.2857142857142857,0.1428571428571428,0.2142857142857142,0.2142857142857142,0.1428571428571428,0.0,109.64285714285714,128.71428571428572,854.0714285714286,-2,1,23.0,8.529411764705884,-1
